train_rmse,test_rmse,train_mae,test_mae,train_r2,test_r2,cv_r2_mean,cv_r2_std,model
0.2582076199909514,0.29250470066640827,0.17868797288681093,0.1899270986981395,0.9688807653433932,0.9706901877542425,0.9283060774376161,0.05108062611006424,Linear Regression
0.2618785330373269,0.29808040830398413,0.1760251904025344,0.18008439201487206,0.9679896371445033,0.969562133928384,0.9390731237789478,0.02864245034889708,Ridge
0.004758411201817366,0.4856847659504608,0.003924898313614997,0.29561810855694576,0.9999894314662986,0.9191916386736512,0.8756839261235599,0.04966156512359594,Gradient Boosting
0.23494831307826813,0.4969605045613518,0.1464951104316013,0.3172321895331232,0.9742346847569955,0.915395962927171,0.8470941445226984,0.055104661659473475,Random Forest
0.4733749001341582,0.5721210289084865,0.3151547063521552,0.3183192196925897,0.8954073296199331,0.8878696548605791,0.8676816863760054,0.06983569042329955,Lasso
