"","X","id","trzby","naklady","bonus","bloky","month","kpi","year","mesiac","typ","regional","mesto"
"2001",2001,254,51663.96,4329.87,793.16,2522,"2021-05-30 02:00:00",9.91606140915253,2021,5,"E - poliklinika","RR5_Juraj Hvorecky","Poltár"
"2002",2002,254,50362.61,5071.74,946.39,2575,"2021-06-30 02:00:00",11.9495991172817,2021,6,"E - poliklinika","RR5_Juraj Hvorecky","Poltár"
"2003",2003,254,48828.58,4863.83,797.88,2299,"2021-07-30 02:00:00",11.5950740324621,2021,7,"E - poliklinika","RR5_Juraj Hvorecky","Poltár"
"2004",2004,254,49452.22,4319.04,668.42,2392,"2021-08-30 02:00:00",10.0854117368239,2021,8,"E - poliklinika","RR5_Juraj Hvorecky","Poltár"
"2005",2005,258,85816.58,5857.02,1420.36,3993,"2020-09-30 02:00:00",8.48015616562674,2020,9,"C - street +","RR9_Andrej Jakubík","Bytča "
"2006",2006,258,111734.25,5885.25,1541.52,4700,"2020-10-30 01:00:00",6.64681599420052,2020,10,"C - street +","RR9_Andrej Jakubík","Bytča "
"2007",2007,258,100116.59,5989.85,1849.83,3893,"2020-11-30 01:00:00",7.83055036133372,2020,11,"C - street +","RR9_Andrej Jakubík","Bytča "
"2008",2008,258,119217.33,4987.29,2910.79,4761,"2020-12-30 01:00:00",6.62494286694728,2020,12,"C - street +","RR9_Andrej Jakubík","Bytča "
"2009",2009,258,104653.17,7195.25,1855.18,4455,"2021-01-30 01:00:00",8.64802279758941,2021,1,"C - street +","RR9_Andrej Jakubík","Bytča "
"2010",2010,258,120493.83,5972.07,1480.81,4818,"2021-02-28 01:00:00",6.18527936243706,2021,2,"C - street +","RR9_Andrej Jakubík","Bytča "
"2011",2011,258,121537.37,5911.33,2542.43,5390,"2021-03-30 02:00:00",6.95568778557575,2021,3,"C - street +","RR9_Andrej Jakubík","Bytča "
"2012",2012,258,102877.63,7779.86,1546.47,4533,"2021-04-30 02:00:00",9.0654596144954,2021,4,"C - street +","RR9_Andrej Jakubík","Bytča "
"2013",2013,258,93220.93,7331,1519.56,4078,"2021-05-30 02:00:00",9.49417689782756,2021,5,"C - street +","RR9_Andrej Jakubík","Bytča "
"2014",2014,258,101344.21,6978.42,1013.66,4339,"2021-06-30 02:00:00",7.88607459666418,2021,6,"C - street +","RR9_Andrej Jakubík","Bytča "
"2015",2015,258,95657.78,7884.12,1382.08,4086,"2021-07-30 02:00:00",9.68682317319093,2021,7,"C - street +","RR9_Andrej Jakubík","Bytča "
"2016",2016,258,100224.95,8578.8,1003.12,4327,"2021-08-30 02:00:00",9.56041384904657,2021,8,"C - street +","RR9_Andrej Jakubík","Bytča "
"2017",2017,259,51135.19,4016.1,517.9,2960,"2020-09-30 02:00:00",8.8666923893311,2020,9,"E - poliklinika","RR9_Andrej Jakubík","Bytča"
"2018",2018,259,50623.22,4025.04,725.83,2807,"2020-10-30 01:00:00",9.38476454085694,2020,10,"E - poliklinika","RR9_Andrej Jakubík","Bytča"
"2019",2019,259,41124.11,4059.42,896.53,2308,"2020-11-30 01:00:00",12.0512030533913,2020,11,"E - poliklinika","RR9_Andrej Jakubík","Bytča"
"2020",2020,259,49715.87,3849.47,1366.11,2573,"2020-12-30 01:00:00",10.4907748773178,2020,12,"E - poliklinika","RR9_Andrej Jakubík","Bytča"
"2021",2021,259,45109.04,4235.07,387.12,2643,"2021-01-30 01:00:00",10.2467044299768,2021,1,"E - poliklinika","RR9_Andrej Jakubík","Bytča"
"2022",2022,259,55689.96,3693.02,630.25,2881,"2021-02-28 01:00:00",7.76310487563647,2021,2,"E - poliklinika","RR9_Andrej Jakubík","Bytča"
"2023",2023,259,53528.93,3720.19,1306.88,3152,"2021-03-30 02:00:00",9.3913141921574,2021,3,"E - poliklinika","RR9_Andrej Jakubík","Bytča"
"2024",2024,259,44274.12,3958.67,812.63,2757,"2021-04-30 02:00:00",10.7767246418449,2021,4,"E - poliklinika","RR9_Andrej Jakubík","Bytča"
"2025",2025,259,49159.15,4038.77,1078.52,2938,"2021-05-30 02:00:00",10.4096388973365,2021,5,"E - poliklinika","RR9_Andrej Jakubík","Bytča"
"2026",2026,259,49792.71,4102.79,855.71,2966,"2021-06-30 02:00:00",9.95828505819426,2021,6,"E - poliklinika","RR9_Andrej Jakubík","Bytča"
"2027",2027,259,40913.51,4337.91,729.63,2416,"2021-07-30 02:00:00",12.3859820386958,2021,7,"E - poliklinika","RR9_Andrej Jakubík","Bytča"
"2028",2028,259,49396.01,4467.55,199.09,2599,"2021-08-30 02:00:00",9.44740273556508,2021,8,"E - poliklinika","RR9_Andrej Jakubík","Bytča"
"2029",2029,261,64769.13,4743.37,1039.65,3957,"2020-09-30 02:00:00",8.92866709804501,2020,9,"C - street +","RR3_Jana Majernikova","Prešov"
"2030",2030,261,61312.27,4611.43,1377.91,3716,"2020-10-30 01:00:00",9.7685830258772,2020,10,"C - street +","RR3_Jana Majernikova","Prešov"
"2031",2031,261,47185.48,4763.58,1337.25,2837,"2020-11-30 01:00:00",12.9294647421198,2020,11,"C - street +","RR3_Jana Majernikova","Prešov"
"2032",2032,261,65669.79,3902.13,1469.2,3417,"2020-12-30 01:00:00",8.17930131952607,2020,12,"C - street +","RR3_Jana Majernikova","Prešov"
"2033",2033,261,38719.82,4579.96,757.6,2281,"2021-01-30 01:00:00",13.7850847447121,2021,1,"C - street +","RR3_Jana Majernikova","Prešov"
"2034",2034,261,45580.26,4089.63,295.01,2652,"2021-02-28 01:00:00",9.619602871945,2021,2,"C - street +","RR3_Jana Majernikova","Prešov"
"2035",2035,261,51215.44,4041.59,804.29,3384,"2021-03-30 02:00:00",9.46175606418689,2021,3,"C - street +","RR3_Jana Majernikova","Prešov"
"2036",2036,261,49732.91,4098.59,483.66,2834,"2021-04-30 02:00:00",9.21371783794674,2021,4,"C - street +","RR3_Jana Majernikova","Prešov"
"2037",2037,261,54308.36,4737.2,991.66,3239,"2021-05-30 02:00:00",10.5487626582721,2021,5,"C - street +","RR3_Jana Majernikova","Prešov"
"2038",2038,261,66890.92,4268.51,1059.22,3461,"2021-06-30 02:00:00",7.96480299568312,2021,6,"C - street +","RR3_Jana Majernikova","Prešov"
"2039",2039,261,50607.51,3933.47,1093.22,2956,"2021-07-30 02:00:00",9.93269575997713,2021,7,"C - street +","RR3_Jana Majernikova","Prešov"
"2040",2040,261,57967.61,5146.13,783.27,3266,"2021-08-30 02:00:00",10.2288157127748,2021,8,"C - street +","RR3_Jana Majernikova","Prešov"
"2041",2041,262,86719.77,3883.17,560.15,2397,"2020-09-30 02:00:00",5.123768201876,2020,9,"E - poliklinika","RR1_Beata Kubanova","Michalovce"
"2042",2042,262,93906.92,3835.56,604.73,2577,"2020-10-30 01:00:00",4.72839488293302,2020,10,"E - poliklinika","RR1_Beata Kubanova","Michalovce"
"2043",2043,262,94623.18,3362.66,791.27,2160,"2020-11-30 01:00:00",4.38997082955783,2020,11,"E - poliklinika","RR1_Beata Kubanova","Michalovce"
"2044",2044,262,96558.33,2717.48,2215.81,2417,"2020-12-30 01:00:00",5.10912937288787,2020,12,"E - poliklinika","RR1_Beata Kubanova","Michalovce"
"2045",2045,262,89135.37,3813.39,783.78,2261,"2021-01-30 01:00:00",5.15751491243039,2021,1,"E - poliklinika","RR1_Beata Kubanova","Michalovce"
"2046",2046,262,91129.88,3641.95,493.01,2453,"2021-02-28 01:00:00",4.53743601988722,2021,2,"E - poliklinika","RR1_Beata Kubanova","Michalovce"
"2047",2047,262,118217.11,2533.34,1426.94,2918,"2021-03-30 02:00:00",3.35000576481695,2021,3,"E - poliklinika","RR1_Beata Kubanova","Michalovce"
"2048",2048,262,106257.37,3327.4,1046.26,2366,"2021-04-30 02:00:00",4.11610037026138,2021,4,"E - poliklinika","RR1_Beata Kubanova","Michalovce"
"2049",2049,262,125061.61,3244.94,1279.07,2529,"2021-05-30 02:00:00",3.61742504354454,2021,5,"E - poliklinika","RR1_Beata Kubanova","Michalovce"
"2050",2050,262,119331.55,4797.88,1222.55,2708,"2021-06-30 02:00:00",5.04512846770196,2021,6,"E - poliklinika","RR1_Beata Kubanova","Michalovce"
"2051",2051,262,120744.84,3700.12,654.29,2843,"2021-07-30 02:00:00",3.6062907532943,2021,7,"E - poliklinika","RR1_Beata Kubanova","Michalovce"
"2052",2052,262,127985.7,4333.98,528.05,3075,"2021-08-30 02:00:00",3.79888534422205,2021,8,"E - poliklinika","RR1_Beata Kubanova","Michalovce"
"2053",2053,263,144463.16,5528.14,1913.43,4025,"2020-09-30 02:00:00",5.15118871828638,2020,9,"C - street +","RR14_Zsolt Balogh","Dunajská Streda "
"2054",2054,263,140835.2,5204.41,2251.41,4140,"2020-10-30 01:00:00",5.29400320374452,2020,10,"C - street +","RR14_Zsolt Balogh","Dunajská Streda "
"2055",2055,263,121303.5,4544.04,1553.31,3512,"2020-11-30 01:00:00",5.02652437893383,2020,11,"C - street +","RR14_Zsolt Balogh","Dunajská Streda "
"2056",2056,263,152864.79,5469.24,1491.98,4379,"2020-12-30 01:00:00",4.55384133913375,2020,12,"C - street +","RR14_Zsolt Balogh","Dunajská Streda "
"2057",2057,263,137346.07,5446.6,2110.33,4035,"2021-01-30 01:00:00",5.5021086515253,2021,1,"C - street +","RR14_Zsolt Balogh","Dunajská Streda "
"2058",2058,263,132111.94,4565.07,1694.24,4226,"2021-02-28 01:00:00",4.73788364624727,2021,2,"C - street +","RR14_Zsolt Balogh","Dunajská Streda "
"2059",2059,263,151306.77,3859.75,2711.71,4493,"2021-03-30 02:00:00",4.34313679420954,2021,3,"C - street +","RR14_Zsolt Balogh","Dunajská Streda "
"2060",2060,263,129759.42,5253.27,1454.74,3779,"2021-04-30 02:00:00",5.16957458656951,2021,4,"C - street +","RR14_Zsolt Balogh","Dunajská Streda "
"2061",2061,263,136084.65,5142.47,1703.52,3652,"2021-05-30 02:00:00",5.03068494499563,2021,5,"C - street +","RR14_Zsolt Balogh","Dunajská Streda "
"2062",2062,263,153601.47,5746.29,1817.84,4055,"2021-06-30 02:00:00",4.92451667291986,2021,6,"C - street +","RR14_Zsolt Balogh","Dunajská Streda "
"2063",2063,263,115096.46,5193.22,1425.18,3423,"2021-07-30 02:00:00",5.75030717712778,2021,7,"C - street +","RR14_Zsolt Balogh","Dunajská Streda "
"2064",2064,263,124557.91,5819.9,523.33,3722,"2021-08-30 02:00:00",5.09259508288153,2021,8,"C - street +","RR14_Zsolt Balogh","Dunajská Streda "
"2065",2065,264,30777.73,3555.87,677.65,1788,"2020-09-30 02:00:00",13.7551404863192,2020,9,"D - street","RR10_Mário Mantuano","Prievidza"
"2066",2066,264,32018.67,3078.59,613.44,1986,"2020-10-30 01:00:00",11.5308662102455,2020,10,"D - street","RR10_Mário Mantuano","Prievidza"
"2067",2067,264,23699.48,3937.45,1052.78,1408,"2020-11-30 01:00:00",21.0562847792441,2020,11,"D - street","RR10_Mário Mantuano","Prievidza"
"2068",2068,264,35465.25,2508.45,2010.8,1935,"2020-12-30 01:00:00",12.7427552322344,2020,12,"D - street","RR10_Mário Mantuano","Prievidza"
"2069",2069,264,26874.99,4059.88,865.16,1721,"2021-01-30 01:00:00",18.325737051437,2021,1,"D - street","RR10_Mário Mantuano","Prievidza"
"2070",2070,264,28114.54,3478.19,894.4,1780,"2021-02-28 01:00:00",15.5527709149785,2021,2,"D - street","RR10_Mário Mantuano","Prievidza"
"2071",2071,264,34437.19,3314.6,782.43,2107,"2021-03-30 02:00:00",11.8971089104541,2021,3,"D - street","RR10_Mário Mantuano","Prievidza"
"2072",2072,264,23390.74,3315.95,510.73,1657,"2021-04-30 02:00:00",16.3598073425638,2021,4,"D - street","RR10_Mário Mantuano","Prievidza"
"2073",2073,264,24743.37,3495.19,629.45,1717,"2021-05-30 02:00:00",16.669677574235,2021,5,"D - street","RR10_Mário Mantuano","Prievidza"
"2074",2074,264,32050.69,3331.98,338.36,1928,"2021-06-30 02:00:00",11.4516723352914,2021,6,"D - street","RR10_Mário Mantuano","Prievidza"
"2075",2075,264,24334.46,4270.68,818.75,1661,"2021-07-30 02:00:00",20.9144973835458,2021,7,"D - street","RR10_Mário Mantuano","Prievidza"
"2076",2076,264,21641.75,4218.74,250.91,1498,"2021-08-30 02:00:00",20.6529046865434,2021,8,"D - street","RR10_Mário Mantuano","Prievidza"
"2077",2077,265,43206.41,6004.61,1114.7,3423,"2020-09-30 02:00:00",16.4774393429123,2020,9,"D - street","RR7_Ivana Iľanovská","Starý Smokovec, Vysoké Tatry"
"2078",2078,265,41585.29,6623.62,553.89,2619,"2020-10-30 01:00:00",17.2597329488384,2020,10,"D - street","RR7_Ivana Iľanovská","Starý Smokovec, Vysoké Tatry"
"2079",2079,265,26465.09,3286.8,1018.41,1728,"2020-11-30 01:00:00",16.2675056083316,2020,11,"D - street","RR7_Ivana Iľanovská","Starý Smokovec, Vysoké Tatry"
"2080",2080,265,37348.64,5045.17,2403.2,2013,"2020-12-30 01:00:00",19.9428145174764,2020,12,"D - street","RR7_Ivana Iľanovská","Starý Smokovec, Vysoké Tatry"
"2081",2081,265,35007.79,5996.01,121.95,1886,"2021-01-30 01:00:00",17.4759960568776,2021,1,"D - street","RR7_Ivana Iľanovská","Starý Smokovec, Vysoké Tatry"
"2082",2082,265,35265.4,5299,1200.09,1890,"2021-02-28 01:00:00",18.4290834642454,2021,2,"D - street","RR7_Ivana Iľanovská","Starý Smokovec, Vysoké Tatry"
"2083",2083,265,37385.15,5038.04,331.51,2211,"2021-03-30 02:00:00",14.3627884333753,2021,3,"D - street","RR7_Ivana Iľanovská","Starý Smokovec, Vysoké Tatry"
"2084",2084,265,31495.37,5032.23,443.77,1915,"2021-04-30 02:00:00",17.3866825504828,2021,4,"D - street","RR7_Ivana Iľanovská","Starý Smokovec, Vysoké Tatry"
"2085",2085,265,33146.22,5724.75,699.33,2188,"2021-05-30 02:00:00",19.3810334934119,2021,5,"D - street","RR7_Ivana Iľanovská","Starý Smokovec, Vysoké Tatry"
"2086",2086,265,42430.48,5501.27,1328.73,3209,"2021-06-30 02:00:00",16.0969190072797,2021,6,"D - street","RR7_Ivana Iľanovská","Starý Smokovec, Vysoké Tatry"
"2087",2087,265,54982.77,6675.2,2361.24,4730,"2021-07-30 02:00:00",16.4350395587563,2021,7,"D - street","RR7_Ivana Iľanovská","Starý Smokovec, Vysoké Tatry"
"2088",2088,265,61449.81,7479.08,1458.43,5386,"2021-08-30 02:00:00",14.544406239824,2021,8,"D - street","RR7_Ivana Iľanovská","Starý Smokovec, Vysoké Tatry"
"2089",2089,267,95122.51,6504.85,1533.57,7156,"2020-09-30 02:00:00",8.45059702482619,2020,9,"C - street +","RR3_Jana Majernikova","Levoča"
"2090",2090,267,115255,6924.31,1716.29,7793,"2020-10-30 01:00:00",7.4969415643573,2020,10,"C - street +","RR3_Jana Majernikova","Levoča"
"2091",2091,267,97139.45,6404.51,1733.04,6584,"2020-11-30 01:00:00",8.37718352327505,2020,11,"C - street +","RR3_Jana Majernikova","Levoča"
"2092",2092,267,124884.48,6915.87,3363.07,8053,"2020-12-30 01:00:00",8.2307585378103,2020,12,"C - street +","RR3_Jana Majernikova","Levoča"
"2093",2093,267,110557.96,7451.83,1989.72,7473,"2021-01-30 01:00:00",8.53990974507851,2021,1,"C - street +","RR3_Jana Majernikova","Levoča"
"2094",2094,267,105889.71,6663.51,2079.51,6706,"2021-02-28 01:00:00",8.25672296203286,2021,2,"C - street +","RR3_Jana Majernikova","Levoča"
"2095",2095,267,127782.85,5945.54,2496,8539,"2021-03-30 02:00:00",6.60616037285129,2021,3,"C - street +","RR3_Jana Majernikova","Levoča"
"2096",2096,267,112024.94,6359.36,1776.24,7517,"2021-04-30 02:00:00",7.26231141029846,2021,4,"C - street +","RR3_Jana Majernikova","Levoča"
"2097",2097,267,109249.41,6670.26,2088.74,7694,"2021-05-30 02:00:00",8.01743460216398,2021,5,"C - street +","RR3_Jana Majernikova","Levoča"
"2098",2098,267,121119.22,7354.87,1903.01,8347,"2021-06-30 02:00:00",7.64360932971662,2021,6,"C - street +","RR3_Jana Majernikova","Levoča"
"2099",2099,267,101636.76,7692.11,1888.37,7556,"2021-07-30 02:00:00",9.42619579766219,2021,7,"C - street +","RR3_Jana Majernikova","Levoča"
"2100",2100,267,110738.01,8172.68,1154.75,8247,"2021-08-30 02:00:00",8.42297057713065,2021,8,"C - street +","RR3_Jana Majernikova","Levoča"
"2101",2101,270,66266.08,6841.52,1840.66,3975,"2020-09-30 02:00:00",13.1019972812637,2020,9,"D - street","RR10_Mário Mantuano","Nováky "
"2102",2102,270,83524.55,6926.04,1581.52,4708,"2020-10-30 01:00:00",10.1856998930255,2020,10,"D - street","RR10_Mário Mantuano","Nováky "
"2103",2103,270,65196.14,6642.43,2168.39,3642,"2020-11-30 01:00:00",13.5143276887251,2020,11,"D - street","RR10_Mário Mantuano","Nováky "
"2104",2104,270,89619.73,4879.65,3742.58,4783,"2020-12-30 01:00:00",9.6209060214754,2020,12,"D - street","RR10_Mário Mantuano","Nováky "
"2105",2105,270,83255.49,7441.76,1930.04,4623,"2021-01-30 01:00:00",11.2566750853307,2021,1,"D - street","RR10_Mário Mantuano","Nováky "
"2106",2106,270,85619.22,6014.54,2039.68,4784,"2021-02-28 01:00:00",9.40702332957483,2021,2,"D - street","RR10_Mário Mantuano","Nováky "
"2107",2107,270,94816.23,5911.18,2325.75,5430,"2021-03-30 02:00:00",8.68725744527071,2021,3,"D - street","RR10_Mário Mantuano","Nováky "
"2108",2108,270,81719.33,7170.32,1697.62,4619,"2021-04-30 02:00:00",10.8517042418238,2021,4,"D - street","RR10_Mário Mantuano","Nováky "
"2109",2109,270,78649.56,6473.85,1856.78,4214,"2021-05-30 02:00:00",10.59208722846,2021,5,"D - street","RR10_Mário Mantuano","Nováky "
"2110",2110,270,87744.76,6748.06,1560.66,4840,"2021-06-30 02:00:00",9.46919223438528,2021,6,"D - street","RR10_Mário Mantuano","Nováky "
"2111",2111,270,77941.32,7308.33,1367.89,4590,"2021-07-30 02:00:00",11.131733463072,2021,7,"D - street","RR10_Mário Mantuano","Nováky "
"2112",2112,270,83228.91,8310.91,994.44,4750,"2021-08-30 02:00:00",11.1804299731908,2021,8,"D - street","RR10_Mário Mantuano","Nováky "
"2113",2113,271,70913.45,6649.9,752.31,4237,"2020-09-30 02:00:00",10.4383724103114,2020,9,"C - street +","RR8_Katarína Kuchtová","Žilina"
"2114",2114,271,77000.45,6227.08,1274.1,4560,"2020-10-30 01:00:00",9.74173527557307,2020,10,"C - street +","RR8_Katarína Kuchtová","Žilina"
"2115",2115,271,65106.85,4897.61,1698.25,3693,"2020-11-30 01:00:00",10.1308234079824,2020,11,"C - street +","RR8_Katarína Kuchtová","Žilina"
"2116",2116,271,90973.67,3427.74,2617.34,4858,"2020-12-30 01:00:00",6.64486768534236,2020,12,"C - street +","RR8_Katarína Kuchtová","Žilina"
"2117",2117,271,71405.11,5453.76,1493.87,3614,"2021-01-30 01:00:00",9.72987787568705,2021,1,"C - street +","RR8_Katarína Kuchtová","Žilina"
"2118",2118,271,63998.55,4794.63,1423.64,3601,"2021-02-28 01:00:00",9.71626700917443,2021,2,"C - street +","RR8_Katarína Kuchtová","Žilina"
"2119",2119,271,70848.88,3867.99,771.95,3815,"2021-03-30 02:00:00",6.54906612496909,2021,3,"C - street +","RR8_Katarína Kuchtová","Žilina"
"2120",2120,271,59753.65,6046.96,853.47,3349,"2021-04-30 02:00:00",11.5481313693808,2021,4,"C - street +","RR8_Katarína Kuchtová","Žilina"
"2121",2121,271,56339.85,5922.72,780.24,3431,"2021-05-30 02:00:00",11.8973692688213,2021,5,"C - street +","RR8_Katarína Kuchtová","Žilina"
"2122",2122,271,61964,6315.52,1043.84,3414,"2021-06-30 02:00:00",11.8768317087341,2021,6,"C - street +","RR8_Katarína Kuchtová","Žilina"
"2123",2123,271,53362.62,5765.13,1271.83,2945,"2021-07-30 02:00:00",13.1870586564153,2021,7,"C - street +","RR8_Katarína Kuchtová","Žilina"
"2124",2124,271,54076.63,9545.32,878.39,3061,"2021-08-30 02:00:00",19.2758128603798,2021,8,"C - street +","RR8_Katarína Kuchtová","Žilina"
"2125",2125,272,119334.19,5927.26,1217.5,4297,"2020-09-30 02:00:00",5.9871860696419,2020,9,"C - street +","RR14_Zsolt Balogh","Dunajská Streda"
"2126",2126,272,119227.08,5815.84,2013.81,4179,"2020-10-30 01:00:00",6.56700642169547,2020,10,"C - street +","RR14_Zsolt Balogh","Dunajská Streda"
"2127",2127,272,107250.9,5912.3,2181.11,3551,"2020-11-30 01:00:00",7.5462397052146,2020,11,"C - street +","RR14_Zsolt Balogh","Dunajská Streda"
"2128",2128,272,119738.13,6034.53,2403.39,3965,"2020-12-30 01:00:00",7.04697826832605,2020,12,"C - street +","RR14_Zsolt Balogh","Dunajská Streda"
"2129",2129,272,103727.1,6131.07,1834.71,3385,"2021-01-30 01:00:00",7.67955529461442,2021,1,"C - street +","RR14_Zsolt Balogh","Dunajská Streda"
"2130",2130,272,102526.88,6047.24,1316.6,3604,"2021-02-28 01:00:00",7.18235061868653,2021,2,"C - street +","RR14_Zsolt Balogh","Dunajská Streda"
"2131",2131,272,117506.58,5719.78,1944.16,4031,"2021-03-30 02:00:00",6.52213688799385,2021,3,"C - street +","RR14_Zsolt Balogh","Dunajská Streda"
"2132",2132,272,101815.67,6134.51,1589.46,3658,"2021-04-30 02:00:00",7.58622911384859,2021,4,"C - street +","RR14_Zsolt Balogh","Dunajská Streda"
"2133",2133,272,105413.03,6133.71,1989.06,3826,"2021-05-30 02:00:00",7.70566029645481,2021,5,"C - street +","RR14_Zsolt Balogh","Dunajská Streda"
"2134",2134,272,122294.98,6193.45,1472.81,4064,"2021-06-30 02:00:00",6.26866286743741,2021,6,"C - street +","RR14_Zsolt Balogh","Dunajská Streda"
"2135",2135,272,103187.94,6535.38,1745.53,3691,"2021-07-30 02:00:00",8.02507541094434,2021,7,"C - street +","RR14_Zsolt Balogh","Dunajská Streda"
"2136",2136,272,104757.38,6784.79,1451.41,3793,"2021-08-30 02:00:00",7.86216684686081,2021,8,"C - street +","RR14_Zsolt Balogh","Dunajská Streda"
"2137",2137,273,101157.43,5893.68,2015.26,4366,"2020-09-30 02:00:00",7.81844694947272,2020,9,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2138",2138,273,119540.61,6004.42,2314.64,4983,"2020-10-30 01:00:00",6.95919152495541,2020,10,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2139",2139,273,99690.88,5474.47,2489.99,3813,"2020-11-30 01:00:00",7.98915607927225,2020,11,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2140",2140,273,110122.16,5207.99,3162.65,4759,"2020-12-30 01:00:00",7.60123121449852,2020,12,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2141",2141,273,98556.72,5371.16,1724.43,3872,"2021-01-30 01:00:00",7.19949892812991,2021,1,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2142",2142,273,93534.14,4960.85,1750.32,4110,"2021-02-28 01:00:00",7.17510205364587,2021,2,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2143",2143,273,120174.08,3889.88,1633.23,4876,"2021-03-30 02:00:00",4.59592451217434,2021,3,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2144",2144,273,96838.99,4518.85,1814.18,3933,"2021-04-30 02:00:00",6.53975222170326,2021,4,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2145",2145,273,95474.79,5065.68,1771.15,4077,"2021-05-30 02:00:00",7.16087461412589,2021,5,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2146",2146,273,112677.75,6379.44,1871.37,4626,"2021-06-30 02:00:00",7.32248380891525,2021,6,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2147",2147,273,100884.1,6203.86,1810.21,4159,"2021-07-30 02:00:00",7.94383852361274,2021,7,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2148",2148,273,92985.35,6523.87,1747.12,4020,"2021-08-30 02:00:00",8.89493882638502,2021,8,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2149",2149,274,60908.79,3790.47,759.6,2938,"2020-09-30 02:00:00",7.47030108462178,2020,9,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2150",2150,274,58805.46,3871.63,747.08,2616,"2020-10-30 01:00:00",7.85421965919491,2020,10,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2151",2151,274,44574.23,3484.07,740.11,2083,"2020-11-30 01:00:00",9.47673128621627,2020,11,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2152",2152,274,58731.74,2599.72,1670.35,2593,"2020-12-30 01:00:00",7.27046397739961,2020,12,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2153",2153,274,41015.72,2721.65,605.94,1855,"2021-01-30 01:00:00",8.11296254216676,2021,1,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2154",2154,274,38366.89,2470.1,191.3,2037,"2021-02-28 01:00:00",6.93671027284203,2021,2,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2155",2155,274,51341.61,3625.04,-30.71,2609,"2021-03-30 02:00:00",7.00081279102856,2021,3,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2156",2156,274,45415.28,3863.27,342.34,2390,"2021-04-30 02:00:00",9.26034145336107,2021,4,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2157",2157,274,48571.11,3974.29,501.65,2528,"2021-05-30 02:00:00",9.2152310293094,2021,5,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2158",2158,274,56835.31,3797.95,922.38,2776,"2021-06-30 02:00:00",8.30527712437919,2021,6,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2159",2159,274,52442.04,3679.34,825.62,2570,"2021-07-30 02:00:00",8.59035994785863,2021,7,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2160",2160,274,46617.77,4469.96,736.86,2310,"2021-08-30 02:00:00",11.1691743298746,2021,8,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2161",2161,275,102332.3,6387.26,1422.15,5761,"2020-09-30 02:00:00",7.63142233683793,2020,9,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2162",2162,275,109739.67,6151.22,1664.37,5587,"2020-10-30 01:00:00",7.12193685291745,2020,10,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2163",2163,275,87570.24,6410.44,2131.52,4316,"2020-11-30 01:00:00",9.75440971727381,2020,11,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2164",2164,275,100474.83,6459.44,2031.73,5206,"2020-12-30 01:00:00",8.45104191766236,2020,12,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2165",2165,275,76430.92,5939.62,1069.3,3547,"2021-01-30 01:00:00",9.17026773981001,2021,1,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2166",2166,275,73017.15,6258.73,1436.16,3729,"2021-02-28 01:00:00",10.5384693869865,2021,2,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2167",2167,275,91678.79,5771.55,902.02,4666,"2021-03-30 02:00:00",7.27929546190564,2021,3,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2168",2168,275,79067.82,6138.71,882.04,4159,"2021-04-30 02:00:00",8.87940251799025,2021,4,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2169",2169,275,87178.75,6293.26,1016.97,4723,"2021-05-30 02:00:00",8.38533472893337,2021,5,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
"2170",2170,275,100626.37,6278.02,2209.58,5126,"2021-06-30 02:00:00",8.43476714900875,2021,6,"C - street +","RR6_Jaroslav Vigh","Ružomberok"
