"","X","id","trzby","naklady","bonus","bloky","month","kpi","year","mesiac","typ","regional","mesto"
"1",1,2,110099.91,7456.27,1384.82,5960,"2020-09-30 02:00:00",8.03006105999542,2020,9,"D - street","RR15_Miroslava Kolesárová","Bratislava, Obchodná"
"2",2,2,103644.24,7316.79,1138.81,5477,"2020-10-30 01:00:00",8.15829225049072,2020,10,"D - street","RR15_Miroslava Kolesárová","Bratislava, Obchodná"
"3",3,2,107887.01,6595.13,1511.53,4485,"2020-11-30 01:00:00",7.51402787045447,2020,11,"D - street","RR15_Miroslava Kolesárová","Bratislava, Obchodná"
"4",4,2,121972.95,7649.14,3806.44,5625,"2020-12-30 01:00:00",9.39190205697247,2020,12,"D - street","RR15_Miroslava Kolesárová","Bratislava, Obchodná"
"5",5,2,72635.04,6218.67,1000.97,3843,"2021-01-30 01:00:00",9.93961041392694,2021,1,"D - street","RR15_Miroslava Kolesárová","Bratislava, Obchodná"
"6",6,2,81860.1,6898.47,841.55,4378,"2021-02-28 01:00:00",9.4551802404346,2021,2,"D - street","RR15_Miroslava Kolesárová","Bratislava, Obchodná"
"7",7,2,98066.61,5512.75,552.34,5374,"2021-03-30 02:00:00",6.18466366890831,2021,3,"D - street","RR15_Miroslava Kolesárová","Bratislava, Obchodná"
"8",8,2,78441.21,6858.54,1084.71,4338,"2021-04-30 02:00:00",10.1263736242722,2021,4,"D - street","RR15_Miroslava Kolesárová","Bratislava, Obchodná"
"9",9,2,86039.32,7053.53,1191.07,4988,"2021-05-30 02:00:00",9.58236304052612,2021,5,"D - street","RR15_Miroslava Kolesárová","Bratislava, Obchodná"
"10",10,2,106046.95,7175.44,1146.75,6104,"2021-06-30 02:00:00",7.84764672628491,2021,6,"D - street","RR15_Miroslava Kolesárová","Bratislava, Obchodná"
"11",11,2,91430.42,7059.43,1588.91,5344,"2021-07-30 02:00:00",9.45893062724638,2021,7,"D - street","RR15_Miroslava Kolesárová","Bratislava, Obchodná"
"12",12,2,96493.33,8824.61,1431.37,5854,"2021-08-30 02:00:00",10.6286931956851,2021,8,"D - street","RR15_Miroslava Kolesárová","Bratislava, Obchodná"
"13",13,3,73508.07,5000.98,504.2,3174,"2020-09-30 02:00:00",7.4892185307001,2020,9,"E - poliklinika","RR13_Slavomír Bodnár","Senec"
"14",14,3,75132.67,4905.06,416.49,3170,"2020-10-30 01:00:00",7.08287087361597,2020,10,"E - poliklinika","RR13_Slavomír Bodnár","Senec"
"15",15,3,53690.53,4596.85,809.87,2454,"2020-11-30 01:00:00",10.0701557611743,2020,11,"E - poliklinika","RR13_Slavomír Bodnár","Senec"
"16",16,3,66803.43,4368.44,398.81,2655,"2020-12-30 01:00:00",7.13623536995032,2020,12,"E - poliklinika","RR13_Slavomír Bodnár","Senec"
"17",17,3,59325.87,5102.13,773.86,2534,"2021-01-30 01:00:00",9.90459979769365,2021,1,"E - poliklinika","RR13_Slavomír Bodnár","Senec"
"18",18,3,60988.41,4646.51,292.72,2628,"2021-02-28 01:00:00",8.09863710170506,2021,2,"E - poliklinika","RR13_Slavomír Bodnár","Senec"
"19",19,3,62222.18,3457.44,701.99,2900,"2021-03-30 02:00:00",6.68480275040187,2021,3,"E - poliklinika","RR13_Slavomír Bodnár","Senec"
"20",20,3,52569.61,4856.98,284.36,2454,"2021-04-30 02:00:00",9.78006114178895,2021,4,"E - poliklinika","RR13_Slavomír Bodnár","Senec"
"21",21,3,63820.17,4547.99,686.71,2958,"2021-05-30 02:00:00",8.20226583539342,2021,5,"E - poliklinika","RR13_Slavomír Bodnár","Senec"
"22",22,3,68201.88,4220.08,947.67,3049,"2021-06-30 02:00:00",7.57713716982582,2021,6,"E - poliklinika","RR13_Slavomír Bodnár","Senec"
"23",23,3,56503.44,5197.46,754.17,2708,"2021-07-30 02:00:00",10.533217092623,2021,7,"E - poliklinika","RR13_Slavomír Bodnár","Senec"
"24",24,3,61249.19,4639.61,201.8,2966,"2021-08-30 02:00:00",7.9044473894267,2021,8,"E - poliklinika","RR13_Slavomír Bodnár","Senec"
"25",25,5,87682.42,4689.23,1644.55,4875,"2020-09-30 02:00:00",7.22354606544847,2020,9,"D - street","RR2_Silvia Mastikova","Vranov n.T., centrum"
"26",26,5,94867.01,4794.67,1843.15,4929,"2020-10-30 01:00:00",6.99697397440902,2020,10,"D - street","RR2_Silvia Mastikova","Vranov n.T., centrum"
"27",27,5,72614.79,4473.49,1920.26,3834,"2020-11-30 01:00:00",8.80502443097336,2020,11,"D - street","RR2_Silvia Mastikova","Vranov n.T., centrum"
"28",28,5,100261.21,4514.86,2123.56,4865,"2020-12-30 01:00:00",6.62112495949331,2020,12,"D - street","RR2_Silvia Mastikova","Vranov n.T., centrum"
"29",29,5,67326.41,4702.08,1954.72,3495,"2021-01-30 01:00:00",9.88735326894751,2021,1,"D - street","RR2_Silvia Mastikova","Vranov n.T., centrum"
"30",30,5,70182.98,4918.84,846.1,3853,"2021-02-28 01:00:00",8.21415676564318,2021,2,"D - street","RR2_Silvia Mastikova","Vranov n.T., centrum"
"31",31,5,87903.46,4572.06,1341.52,4921,"2021-03-30 02:00:00",6.72735748968243,2021,3,"D - street","RR2_Silvia Mastikova","Vranov n.T., centrum"
"32",32,5,69231.29,4702.66,1508.27,3821,"2021-04-30 02:00:00",8.97127584940278,2021,4,"D - street","RR2_Silvia Mastikova","Vranov n.T., centrum"
"33",33,5,74706.41,4808.85,1198.12,4146,"2021-05-30 02:00:00",8.04076919236248,2021,5,"D - street","RR2_Silvia Mastikova","Vranov n.T., centrum"
"34",34,5,77367.35,4653.31,1797.34,4150,"2021-06-30 02:00:00",8.33769025305894,2021,6,"D - street","RR2_Silvia Mastikova","Vranov n.T., centrum"
"35",35,5,67199.39,4321.02,1542.9,3699,"2021-07-30 02:00:00",8.72615063916503,2021,7,"D - street","RR2_Silvia Mastikova","Vranov n.T., centrum"
"36",36,5,75883.81,4965.84,1542.54,4052,"2021-08-30 02:00:00",8.57677019643584,2021,8,"D - street","RR2_Silvia Mastikova","Vranov n.T., centrum"
"37",37,6,106021.17,5948.53,1822.91,4397,"2020-09-30 02:00:00",7.33008322771763,2020,9,"C - street +","RR8_Katarína Kuchtová","Turzovka, mesto"
"38",38,6,128286.42,5696.62,1884.94,4959,"2020-10-30 01:00:00",5.90986949359098,2020,10,"C - street +","RR8_Katarína Kuchtová","Turzovka, mesto"
"39",39,6,98499.57,4865.11,2485.85,3737,"2020-11-30 01:00:00",7.46293613261459,2020,11,"C - street +","RR8_Katarína Kuchtová","Turzovka, mesto"
"40",40,6,121192.52,4259.2,2733.87,4521,"2020-12-30 01:00:00",5.77021585160536,2020,12,"C - street +","RR8_Katarína Kuchtová","Turzovka, mesto"
"41",41,6,102442.96,6893.91,1587.16,3960,"2021-01-30 01:00:00",8.27882169745974,2021,1,"C - street +","RR8_Katarína Kuchtová","Turzovka, mesto"
"42",42,6,111156.01,5969.43,926.78,4295,"2021-02-28 01:00:00",6.20408199250765,2021,2,"C - street +","RR8_Katarína Kuchtová","Turzovka, mesto"
"43",43,6,124023.87,4917.94,2040.34,5326,"2021-03-30 02:00:00",5.61043612007914,2021,3,"C - street +","RR8_Katarína Kuchtová","Turzovka, mesto"
"44",44,6,106340.71,6313.23,1765.77,4335,"2021-04-30 02:00:00",7.59727859631556,2021,4,"C - street +","RR8_Katarína Kuchtová","Turzovka, mesto"
"45",45,6,104093.19,6315.54,1779.69,4119,"2021-05-30 02:00:00",7.77690644315925,2021,5,"C - street +","RR8_Katarína Kuchtová","Turzovka, mesto"
"46",46,6,109466.6,5866.42,1764.58,4415,"2021-06-30 02:00:00",6.97107610905975,2021,6,"C - street +","RR8_Katarína Kuchtová","Turzovka, mesto"
"47",47,6,101733.94,6806.97,1574.66,4171,"2021-07-30 02:00:00",8.23877459184221,2021,7,"C - street +","RR8_Katarína Kuchtová","Turzovka, mesto"
"48",48,6,113529.62,6650.76,1267.87,4393,"2021-08-30 02:00:00",6.97494627393274,2021,8,"C - street +","RR8_Katarína Kuchtová","Turzovka, mesto"
"49",49,7,47504.99,3739.29,560.35,3092,"2020-09-30 02:00:00",9.05092286094577,2020,9,"C - street +","RR3_Jana Majernikova","Prešov, 17.novembra"
"50",50,7,66613.76,4454.99,306.54,3770,"2020-10-30 01:00:00",7.14796762710887,2020,10,"C - street +","RR3_Jana Majernikova","Prešov, 17.novembra"
"51",51,7,47771.83,5249.43,825.68,2592,"2020-11-30 01:00:00",12.7169296214945,2020,11,"C - street +","RR3_Jana Majernikova","Prešov, 17.novembra"
"52",52,7,55685.08,3447.38,1859.82,2984,"2020-12-30 01:00:00",9.53073965234494,2020,12,"C - street +","RR3_Jana Majernikova","Prešov, 17.novembra"
"53",53,7,52057.83,4529.86,636.63,2712,"2021-01-30 01:00:00",9.92452048039651,2021,1,"C - street +","RR3_Jana Majernikova","Prešov, 17.novembra"
"54",54,7,51292.83,4571.74,763.36,2970,"2021-02-28 01:00:00",10.4012588114167,2021,2,"C - street +","RR3_Jana Majernikova","Prešov, 17.novembra"
"55",55,7,60940.91,4674.45,1122.71,3586,"2021-03-30 02:00:00",9.51275588106577,2021,3,"C - street +","RR3_Jana Majernikova","Prešov, 17.novembra"
"56",56,7,46850.85,4696.55,897.41,2680,"2021-04-30 02:00:00",11.939932786705,2021,4,"C - street +","RR3_Jana Majernikova","Prešov, 17.novembra"
"57",57,7,49733.05,4517.42,828.9,2831,"2021-05-30 02:00:00",10.7500344338423,2021,5,"C - street +","RR3_Jana Majernikova","Prešov, 17.novembra"
"58",58,7,48475.68,5186.31,693.83,3005,"2021-06-30 02:00:00",12.1300825486099,2021,6,"C - street +","RR3_Jana Majernikova","Prešov, 17.novembra"
"59",59,7,42191.01,5424.99,495.65,2418,"2021-07-30 02:00:00",14.0329420888478,2021,7,"C - street +","RR3_Jana Majernikova","Prešov, 17.novembra"
"60",60,7,40902.12,5033.01,69.51,2506,"2021-08-30 02:00:00",12.4749523985554,2021,8,"C - street +","RR3_Jana Majernikova","Prešov, 17.novembra"
"61",61,9,136717.8,6478.3,2374.18,5775,"2020-09-30 02:00:00",6.47500179201245,2020,9,"E - poliklinika","RR2_Silvia Mastikova","Humenné, NsP"
"62",62,9,125590.24,5771.05,1445.55,5235,"2020-10-30 01:00:00",5.74614715283608,2020,10,"E - poliklinika","RR2_Silvia Mastikova","Humenné, NsP"
"63",63,9,109663.05,6622.03,1763.58,4219,"2020-11-30 01:00:00",7.64670506610932,2020,11,"E - poliklinika","RR2_Silvia Mastikova","Humenné, NsP"
"64",64,9,127774.62,4960.48,3827.87,4704,"2020-12-30 01:00:00",6.87800910697289,2020,12,"E - poliklinika","RR2_Silvia Mastikova","Humenné, NsP"
"65",65,9,98963.95,4582.1,1091.56,4204,"2021-01-30 01:00:00",5.73305734057705,2021,1,"E - poliklinika","RR2_Silvia Mastikova","Humenné, NsP"
"66",66,9,112757.73,4894.48,1458.49,4758,"2021-02-28 01:00:00",5.63417692073084,2021,2,"E - poliklinika","RR2_Silvia Mastikova","Humenné, NsP"
"67",67,9,126543.25,4753.54,2195.35,5627,"2021-03-30 02:00:00",5.49131621007047,2021,3,"E - poliklinika","RR2_Silvia Mastikova","Humenné, NsP"
"68",68,9,105006.71,6045.01,1540.86,4680,"2021-04-30 02:00:00",7.224176435963,2021,4,"E - poliklinika","RR2_Silvia Mastikova","Humenné, NsP"
"69",69,9,117045.12,5873.81,1386.99,4928,"2021-05-30 02:00:00",6.20341967268691,2021,5,"E - poliklinika","RR2_Silvia Mastikova","Humenné, NsP"
"70",70,9,135400.8,6559.8,2004.9,5364,"2021-06-30 02:00:00",6.3254426857153,2021,6,"E - poliklinika","RR2_Silvia Mastikova","Humenné, NsP"
"71",71,9,107680.19,6414.47,1721.26,4599,"2021-07-30 02:00:00",7.55545657933925,2021,7,"E - poliklinika","RR2_Silvia Mastikova","Humenné, NsP"
"72",72,9,109595.34,6157.94,968.34,4768,"2021-08-30 02:00:00",6.50235676078928,2021,8,"E - poliklinika","RR2_Silvia Mastikova","Humenné, NsP"
"73",73,11,136309.36,10785.68,4152.09,10303,"2020-09-30 02:00:00",10.9587265320591,2020,9,"B - shopping","RR5_Juraj Hvorecky","Rimavská Sobota, Kaufland"
"74",74,11,147598.95,9692.61,1508.67,10627,"2020-10-30 01:00:00",7.58899707619871,2020,10,"B - shopping","RR5_Juraj Hvorecky","Rimavská Sobota, Kaufland"
"75",75,11,125119.53,12372.31,2324.63,8908,"2020-11-30 01:00:00",11.7463196992508,2020,11,"B - shopping","RR5_Juraj Hvorecky","Rimavská Sobota, Kaufland"
"76",76,11,160614.18,9984.25,4223.21,10980,"2020-12-30 01:00:00",8.84570714740131,2020,12,"B - shopping","RR5_Juraj Hvorecky","Rimavská Sobota, Kaufland"
"77",77,11,138571.6,10518.43,1608.18,10207,"2021-01-30 01:00:00",8.75115102950388,2021,1,"B - shopping","RR5_Juraj Hvorecky","Rimavská Sobota, Kaufland"
"78",78,11,140122.21,10340.83,1752.45,10234,"2021-02-28 01:00:00",8.63052331247131,2021,2,"B - shopping","RR5_Juraj Hvorecky","Rimavská Sobota, Kaufland"
"79",79,11,136379.79,9930.82,2574.49,10096,"2021-03-30 02:00:00",9.16947445072323,2021,3,"B - shopping","RR5_Juraj Hvorecky","Rimavská Sobota, Kaufland"
"80",80,11,126405.24,9866.51,1530.85,9428,"2021-04-30 02:00:00",9.01652494785817,2021,4,"B - shopping","RR5_Juraj Hvorecky","Rimavská Sobota, Kaufland"
"81",81,11,129005.85,9767.93,1923.82,9724,"2021-05-30 02:00:00",9.06296109827577,2021,5,"B - shopping","RR5_Juraj Hvorecky","Rimavská Sobota, Kaufland"
"82",82,11,133479.33,10745.07,2522.76,9945,"2021-06-30 02:00:00",9.93998846113477,2021,6,"B - shopping","RR5_Juraj Hvorecky","Rimavská Sobota, Kaufland"
"83",83,11,133179.06,12707.84,2007.7,10703,"2021-07-30 02:00:00",11.0494397542677,2021,7,"B - shopping","RR5_Juraj Hvorecky","Rimavská Sobota, Kaufland"
"84",84,11,137940.01,12967.25,1944.83,11162,"2021-08-30 02:00:00",10.8105545301903,2021,8,"B - shopping","RR5_Juraj Hvorecky","Rimavská Sobota, Kaufland"
"85",85,12,127877.94,8132.7,2158.26,8716,"2020-09-30 02:00:00",8.04748653286095,2020,9,"B - shopping","RR1_Beata Kubanova","Michalovce, TESCO"
"86",86,12,142875.32,8807.21,2442.65,9947,"2020-10-30 01:00:00",7.8739001249481,2020,10,"B - shopping","RR1_Beata Kubanova","Michalovce, TESCO"
"87",87,12,112140.07,8645.06,3041,7882,"2020-11-30 01:00:00",10.42094944296,2020,11,"B - shopping","RR1_Beata Kubanova","Michalovce, TESCO"
"88",88,12,160210.3,7821.66,4089.25,10300,"2020-12-30 01:00:00",7.43454696732982,2020,12,"B - shopping","RR1_Beata Kubanova","Michalovce, TESCO"
"89",89,12,116296.18,9161.35,3040.19,8198,"2021-01-30 01:00:00",10.4917805554748,2021,1,"B - shopping","RR1_Beata Kubanova","Michalovce, TESCO"
"90",90,12,127926.51,8269.94,2209.49,8739,"2021-02-28 01:00:00",8.19175790850544,2021,2,"B - shopping","RR1_Beata Kubanova","Michalovce, TESCO"
"91",91,12,149712.17,7739.93,2408.81,10698,"2021-03-30 02:00:00",6.77883434593193,2021,3,"B - shopping","RR1_Beata Kubanova","Michalovce, TESCO"
"92",92,12,118130.81,8125.63,2117.22,8721,"2021-04-30 02:00:00",8.67076929380235,2021,4,"B - shopping","RR1_Beata Kubanova","Michalovce, TESCO"
"93",93,12,117949.26,8490.22,2052.92,8353,"2021-05-30 02:00:00",8.9387080512417,2021,5,"B - shopping","RR1_Beata Kubanova","Michalovce, TESCO"
"94",94,12,119697.31,7780.87,1466.14,8728,"2021-06-30 02:00:00",7.72532816318094,2021,6,"B - shopping","RR1_Beata Kubanova","Michalovce, TESCO"
"95",95,12,128829.09,8877.07,1551.16,9404,"2021-07-30 02:00:00",8.09462365992029,2021,7,"B - shopping","RR1_Beata Kubanova","Michalovce, TESCO"
"96",96,12,137733.61,9105.74,1841.47,9901,"2021-08-30 02:00:00",7.94810358924013,2021,8,"B - shopping","RR1_Beata Kubanova","Michalovce, TESCO"
"97",97,13,64618.6,3864.55,1000.21,3820,"2020-09-30 02:00:00",7.52842060954586,2020,9,"C - street +","RR4_Radovan Kalmar","Košice, Merkúr"
"98",98,13,74267.34,4201.95,1257.59,4122,"2020-10-30 01:00:00",7.35119906004443,2020,10,"C - street +","RR4_Radovan Kalmar","Košice, Merkúr"
"99",99,13,54866.25,4112.72,1534.64,3011,"2020-11-30 01:00:00",10.292957874832,2020,11,"C - street +","RR4_Radovan Kalmar","Košice, Merkúr"
"100",100,13,72391.61,4026.4,1748.14,3678,"2020-12-30 01:00:00",7.97680836218451,2020,12,"C - street +","RR4_Radovan Kalmar","Košice, Merkúr"
"101",101,13,59390.02,4100.41,1686.93,3242,"2021-01-30 01:00:00",9.74463386272643,2021,1,"C - street +","RR4_Radovan Kalmar","Košice, Merkúr"
"102",102,13,59753.07,3496.63,1045.42,3344,"2021-02-28 01:00:00",7.60136675822682,2021,2,"C - street +","RR4_Radovan Kalmar","Košice, Merkúr"
"103",103,13,70394.56,3842.03,1316.13,3946,"2021-03-30 02:00:00",7.32749803393899,2021,3,"C - street +","RR4_Radovan Kalmar","Košice, Merkúr"
"104",104,13,56153.32,3886.85,1016.99,3236,"2021-04-30 02:00:00",8.73294757994719,2021,4,"C - street +","RR4_Radovan Kalmar","Košice, Merkúr"
"105",105,13,55475.28,4043.43,969.12,3304,"2021-05-30 02:00:00",9.03564614725694,2021,5,"C - street +","RR4_Radovan Kalmar","Košice, Merkúr"
"106",106,13,67891.67,4339.26,977.49,3751,"2021-06-30 02:00:00",7.83122583374367,2021,6,"C - street +","RR4_Radovan Kalmar","Košice, Merkúr"
"107",107,13,53757.54,4776.97,1017.08,3297,"2021-07-30 02:00:00",10.7781159628956,2021,7,"C - street +","RR4_Radovan Kalmar","Košice, Merkúr"
"108",108,13,55690.8,4706,322.53,3265,"2021-08-30 02:00:00",9.02937289462532,2021,8,"C - street +","RR4_Radovan Kalmar","Košice, Merkúr"
"109",109,14,163285.5,8882.1,2171.85,11576,"2020-09-30 02:00:00",6.76970704685964,2020,9,"B - shopping","RR3_Jana Majernikova","Spiš.N.Ves, OC Madaras"
"110",110,14,176409.05,8978.15,2693.62,11102,"2020-10-30 01:00:00",6.61631021764473,2020,10,"B - shopping","RR3_Jana Majernikova","Spiš.N.Ves, OC Madaras"
"111",111,14,161978.22,9540.22,3246.52,10123,"2020-11-30 01:00:00",7.89411070204377,2020,11,"B - shopping","RR3_Jana Majernikova","Spiš.N.Ves, OC Madaras"
"112",112,14,199773.86,9282.15,3715.48,11058,"2020-12-30 01:00:00",6.50617152814688,2020,12,"B - shopping","RR3_Jana Majernikova","Spiš.N.Ves, OC Madaras"
"113",113,14,144421.44,9564.97,2689.51,8399,"2021-01-30 01:00:00",8.48522213876278,2021,1,"B - shopping","RR3_Jana Majernikova","Spiš.N.Ves, OC Madaras"
"114",114,14,138534.69,8118.36,1937.58,8141,"2021-02-28 01:00:00",7.25878839444474,2021,2,"B - shopping","RR3_Jana Majernikova","Spiš.N.Ves, OC Madaras"
"115",115,14,161555.99,7078.44,2655.88,9571,"2021-03-30 02:00:00",6.02535381077483,2021,3,"B - shopping","RR3_Jana Majernikova","Spiš.N.Ves, OC Madaras"
"116",116,14,147547.98,9518.64,1827.73,9617,"2021-04-30 02:00:00",7.68995278688329,2021,4,"B - shopping","RR3_Jana Majernikova","Spiš.N.Ves, OC Madaras"
"117",117,14,173958.02,9532.81,2387.43,11558,"2021-05-30 02:00:00",6.85236587539913,2021,5,"B - shopping","RR3_Jana Majernikova","Spiš.N.Ves, OC Madaras"
"118",118,14,177452.45,9749.49,2742.42,11927,"2021-06-30 02:00:00",7.03958158932153,2021,6,"B - shopping","RR3_Jana Majernikova","Spiš.N.Ves, OC Madaras"
"119",119,14,168614.74,9470.66,2277.98,12248,"2021-07-30 02:00:00",6.96774196609383,2021,7,"B - shopping","RR3_Jana Majernikova","Spiš.N.Ves, OC Madaras"
"120",120,14,172766.53,10160.77,1982.57,12946,"2021-08-30 02:00:00",7.0287572482934,2021,8,"B - shopping","RR3_Jana Majernikova","Spiš.N.Ves, OC Madaras"
"121",121,15,125029.18,8366.94,2819.52,9646,"2020-09-30 02:00:00",8.94707939378632,2020,9,"B - shopping","RR2_Silvia Mastikova","Humenné, Kaufland"
"122",122,15,143672.84,9410.56,2838,10224,"2020-10-30 01:00:00",8.52531348304941,2020,10,"B - shopping","RR2_Silvia Mastikova","Humenné, Kaufland"
"123",123,15,117844.25,8427.44,2841.18,8560,"2020-11-30 01:00:00",9.56229939093337,2020,11,"B - shopping","RR2_Silvia Mastikova","Humenné, Kaufland"
"124",124,15,152091.64,7575.53,4259.51,10192,"2020-12-30 01:00:00",7.78151908941215,2020,12,"B - shopping","RR2_Silvia Mastikova","Humenné, Kaufland"
"125",125,15,126566.02,25867.05,3073.82,9223,"2021-01-30 01:00:00",22.8662242835794,2021,1,"B - shopping","RR2_Silvia Mastikova","Humenné, Kaufland"
"126",126,15,120198.81,7302.73,1779.21,8813,"2021-02-28 01:00:00",7.55576531914085,2021,2,"B - shopping","RR2_Silvia Mastikova","Humenné, Kaufland"
"127",127,15,137490.89,6627.19,2367.5,10218,"2021-03-30 02:00:00",6.54202616624272,2021,3,"B - shopping","RR2_Silvia Mastikova","Humenné, Kaufland"
"128",128,15,116101.47,7673.79,2281.77,8711,"2021-04-30 02:00:00",8.57487850929019,2021,4,"B - shopping","RR2_Silvia Mastikova","Humenné, Kaufland"
"129",129,15,118508.87,8689.74,2571.15,9063,"2021-05-30 02:00:00",9.50214950155208,2021,5,"B - shopping","RR2_Silvia Mastikova","Humenné, Kaufland"
"130",130,15,130656.98,7471,1807.43,9424,"2021-06-30 02:00:00",7.10136572879612,2021,6,"B - shopping","RR2_Silvia Mastikova","Humenné, Kaufland"
"131",131,15,131447.11,8869.22,2321.5,10198,"2021-07-30 02:00:00",8.51347739786748,2021,7,"B - shopping","RR2_Silvia Mastikova","Humenné, Kaufland"
"132",132,15,135765.48,8770.24,2300.28,10254,"2021-08-30 02:00:00",8.15414934635815,2021,8,"B - shopping","RR2_Silvia Mastikova","Humenné, Kaufland"
"133",133,16,96283.44,7947.89,1964.22,6801,"2020-09-30 02:00:00",10.2947194242333,2020,9,"B - shopping","RR7_Ivana Iľanovská","Poprad, OC MAX"
"134",134,16,112049.28,7090.18,1318.03,6592,"2020-10-30 01:00:00",7.50402858456565,2020,10,"B - shopping","RR7_Ivana Iľanovská","Poprad, OC MAX"
"135",135,16,90671.8,8680.23,2582.63,5533,"2020-11-30 01:00:00",12.4215687788265,2020,11,"B - shopping","RR7_Ivana Iľanovská","Poprad, OC MAX"
"136",136,16,119859.34,4600.28,3475.72,6466,"2020-12-30 01:00:00",6.73789793936793,2020,12,"B - shopping","RR7_Ivana Iľanovská","Poprad, OC MAX"
"137",137,16,82065.05,6746.84,1376.11,4571,"2021-01-30 01:00:00",9.89818442808479,2021,1,"B - shopping","RR7_Ivana Iľanovská","Poprad, OC MAX"
"138",138,16,75197.68,7153.47,1046.12,4366,"2021-02-28 01:00:00",10.9040465078178,2021,2,"B - shopping","RR7_Ivana Iľanovská","Poprad, OC MAX"
"139",139,16,88925.22,7214.27,1118.02,5065,"2021-03-30 02:00:00",9.36999649818128,2021,3,"B - shopping","RR7_Ivana Iľanovská","Poprad, OC MAX"
"140",140,16,76400.55,6088.36,444.12,4881,"2021-04-30 02:00:00",8.55030493890423,2021,4,"B - shopping","RR7_Ivana Iľanovská","Poprad, OC MAX"
"141",141,16,82238.78,6257.4,835.93,5848,"2021-05-30 02:00:00",8.62528602685983,2021,5,"B - shopping","RR7_Ivana Iľanovská","Poprad, OC MAX"
"142",142,16,97325.19,6670.48,1317.7,6540,"2021-06-30 02:00:00",8.20772094048827,2021,6,"B - shopping","RR7_Ivana Iľanovská","Poprad, OC MAX"
"143",143,16,97594.59,7462.01,1097.78,7330,"2021-07-30 02:00:00",8.77076280560224,2021,7,"B - shopping","RR7_Ivana Iľanovská","Poprad, OC MAX"
"144",144,16,96639.67,7778.15,1228.71,7678,"2021-08-30 02:00:00",9.32004424270075,2021,8,"B - shopping","RR7_Ivana Iľanovská","Poprad, OC MAX"
"145",145,17,92474.96,6655.02,1311.32,4679,"2020-09-30 02:00:00",8.61459145264837,2020,9,"C - street +","RR10_Mário Mantuano","Topoľčany, 17.novembra"
"146",146,17,97775.57,6927.82,1545.82,4662,"2020-10-30 01:00:00",8.66641841106117,2020,10,"C - street +","RR10_Mário Mantuano","Topoľčany, 17.novembra"
"147",147,17,76081.3,7394.53,1878.88,3214,"2020-11-30 01:00:00",12.1888164371534,2020,11,"C - street +","RR10_Mário Mantuano","Topoľčany, 17.novembra"
"148",148,17,87739.18,5885.84,2828.81,4020,"2020-12-30 01:00:00",9.93244979039011,2020,12,"C - street +","RR10_Mário Mantuano","Topoľčany, 17.novembra"
"149",149,17,71951.8,6160.36,1301.35,3410,"2021-01-30 01:00:00",10.3704285368816,2021,1,"C - street +","RR10_Mário Mantuano","Topoľčany, 17.novembra"
"150",150,17,78304.45,6009.79,623.45,3547,"2021-02-28 01:00:00",8.47108944638523,2021,2,"C - street +","RR10_Mário Mantuano","Topoľčany, 17.novembra"
"151",151,17,89438.84,6343.74,1150.05,4563,"2021-03-30 02:00:00",8.37867530482283,2021,3,"C - street +","RR10_Mário Mantuano","Topoľčany, 17.novembra"
"152",152,17,71795.01,7194.57,1042.49,3780,"2021-04-30 02:00:00",11.4730257715682,2021,4,"C - street +","RR10_Mário Mantuano","Topoľčany, 17.novembra"
"153",153,17,74206.32,5836.08,1212.3,3698,"2021-05-30 02:00:00",9.49835539614416,2021,5,"C - street +","RR10_Mário Mantuano","Topoľčany, 17.novembra"
"154",154,17,74346.5,6613.8,1194.33,3946,"2021-06-30 02:00:00",10.5023504805203,2021,6,"C - street +","RR10_Mário Mantuano","Topoľčany, 17.novembra"
"155",155,17,70853.89,7805.05,1078.36,3401,"2021-07-30 02:00:00",12.5376461334727,2021,7,"C - street +","RR10_Mário Mantuano","Topoľčany, 17.novembra"
"156",156,17,61875.8,6657.49,510.46,3225,"2021-08-30 02:00:00",11.5844158782594,2021,8,"C - street +","RR10_Mário Mantuano","Topoľčany, 17.novembra"
"157",157,18,97065.2,5650,609.56,4830,"2020-09-30 02:00:00",6.44881996843359,2020,9,"C - street +","RR10_Mário Mantuano","Partizánske, Prior"
"158",158,18,107749.11,5766.51,724.32,4929,"2020-10-30 01:00:00",6.02402191535503,2020,10,"C - street +","RR10_Mário Mantuano","Partizánske, Prior"
"159",159,18,85292.57,5504.18,898.29,3932,"2020-11-30 01:00:00",7.50648034172261,2020,11,"C - street +","RR10_Mário Mantuano","Partizánske, Prior"
"160",160,18,104484.48,6264.39,2148.95,4709,"2020-12-30 01:00:00",8.05223895453181,2020,12,"C - street +","RR10_Mário Mantuano","Partizánske, Prior"
"161",161,18,88903.44,6511.08,1502.22,3988,"2021-01-30 01:00:00",9.01348699217938,2021,1,"C - street +","RR10_Mário Mantuano","Partizánske, Prior"
"162",162,18,93249.04,6012.08,974.72,4356,"2021-02-28 01:00:00",7.49262405275164,2021,2,"C - street +","RR10_Mário Mantuano","Partizánske, Prior"
"163",163,18,103392.34,5861.62,1420.94,5078,"2021-03-30 02:00:00",7.04361657739829,2021,3,"C - street +","RR10_Mário Mantuano","Partizánske, Prior"
"164",164,18,91894.73,6324.31,988.47,4082,"2021-04-30 02:00:00",7.95777951575678,2021,4,"C - street +","RR10_Mário Mantuano","Partizánske, Prior"
