"","obdobie","md","stredisko","funkcia","ppv","mzda","fond","hodiny","vyplata","uvazok"
"8284",2021-05-01,"",263,"F","PZ",1400,168,146,1382.21,1
"8285",2021-05-01,"",263,"L","PZ",971,168,160,861.8,1
"8286",2021-05-01,"",263,"ZF","PZ",1700,168,152,1766.02,1
"8287",2021-05-01,"",264,"F","PZ",1350,168,152,1367.53,1
"8288",2021-05-01,"",264,"L","PZ",971,168,152,747.62,1
"8289",2021-05-01,"",264,"ZF","PZ",301,42,42,252.96,0.25
"8290",2021-05-01,"",265,"F","PZ",1200,168,166.5,1360.34,1
"8291",2021-05-01,"",265,"L","PZ",971,168,166.5,932.04,1
"8292",2021-05-01,"",265,"L","PZ",971,168,168,867.35,1
"8293",2021-05-01,"",265,"ZF","PZ",1550,168,151.5,1520.49,1
"8294",2021-05-01,"",267,"F","PZ",1250,168,166,1198.22,1
"8295",2021-05-01,"",267,"F","PZ",1100,168,132,1172.77,1
"8296",2021-05-01,"",267,"L","PZ",971,168,132,1045.14,1
"8297",2021-05-01,"",267,"L","PZ",971,168,152,1026.72,1
"8298",2021-05-01,"",267,"ZF","PZ",1600,168,152.5,1806.98,1
"8299",2021-05-01,"",270,"F","PZ",1250,168,168,1117.32,1
"8300",2021-05-01,"",270,"F","PZ",1400,168,160,1277.79,1
"8301",2021-05-01,"",270,"L","PZ",971,168,168,865.95,1
"8302",2021-05-01,"",270,"L","PZ",971,168,152,906.39,1
"8303",2021-05-01,"",270,"ZF","PZ",1850,168,159,1743.81,1
"8304",2021-05-01,"",271,"F","PZ",1300,168,162,1119.15,1
"8305",2021-05-01,"",271,"F","PZ",1220,168,0,688.07,1
"8306",2021-05-01,"",271,"L","PZ",971,168,168,839.93,1
"8307",2021-05-01,"",271,"ZF","PZ",1650,168,136,1466.26,1
"8308",2021-05-01,"",272,"F","PZ",1320,168,136,1619.84,1
"8309",2021-05-01,"",272,"L","PZ",971,168,160,956.27,1
"8310",2021-05-01,"",272,"L","PZ",971,168,124,1054.6,1
"8311",2021-05-01,"",272,"ZF","PZ",1800,168,160,1755.55,1
"8312",2021-05-01,"",273,"L","PZ",971,168,136,1019.77,1
"8313",2021-05-01,"",273,"L","PZ",971,168,144,803.11,1
"8314",2021-05-01,"",273,"ZF","PZ",1780,168,171.5,2322.07,1
"8315",2021-05-01,"",274,"F","PZ",700,84,80,698.92,0.5
"8316",2021-05-01,"",274,"F","PZ",1540,168,113.5,1431.26,1
"8317",2021-05-01,"",274,"L","PZ",729,126,0,0,0.75
"8318",2021-05-01,"",274,"L","PZ",971,168,160,689.8,1
"8319",2021-05-01,"",274,"ZF","PZ",250,21,21,0,0.13
"8320",2021-05-01,"",275,"F","PZ",1300,168,175,1293.54,1
"8321",2021-05-01,"",275,"L","PZ",971,168,104.5,764.09,1
"8322",2021-05-01,"",275,"ZF","PZ",1880,168,160,1534.54,1
"8323",2021-05-01,"",277,"F","PZ",1389,168,168,1142.19,1
"8324",2021-05-01,"",277,"L","PZ",971,168,149,815.8,1
"8325",2021-05-01,"",277,"L","PZ",971,168,144,807.71,1
"8326",2021-05-01,"",277,"ZF","PZ",1800,168,164,1545.13,1
"8327",2021-05-01,"",278,"L","PZ",971,168,144,714.31,1
"8328",2021-05-01,"",278,"ZF","PZ",1800,168,136,1490.81,1
"8329",2021-05-01,"",279,"F","PZ",1130,168,150,1166.23,1
"8330",2021-05-01,"",279,"L","PZ",971,168,152,767.63,1
"8331",2021-05-01,"",279,"ZF","PZ",1750,168,142,1531.79,1
"8332",2021-05-01,"",280,"L","PZ",971,168,152,871.78,1
"8333",2021-05-01,"",280,"ZF","PZ",151,21,21,130.77,0.13
"8334",2021-05-01,"",281,"F","PZ",1300,168,168,1145.5,1
"8335",2021-05-01,"",281,"L","PZ",971,168,168,751.53,1
"8336",2021-05-01,"",281,"ZF","PZ",1856,168,152,1588.77,1
"8337",2021-05-01,"",282,"L","PZ",971,168,156,851.73,1
"8338",2021-05-01,"",282,"ZF","PZ",1700,168,148,1516.54,1
"8339",2021-05-01,"",285,"F","PZ",1287,168,168,907.83,1
"8340",2021-05-01,"",285,"ZF","PZ",1700,168,168,1367.6,1
"8341",2021-05-01,"",286,"L","PZ",1030,168,0,0,1
"8342",2021-05-01,"",286,"ZF","PZ",1600,168,133.5,1582.58,1
"8343",2021-05-01,"",287,"F","PZ",1350,168,160,1287.72,1
"8344",2021-05-01,"",287,"F","PZ",1350,168,140,1244.21,1
"8345",2021-05-01,"",287,"L","PZ",1100,168,152,903.91,1
"8346",2021-05-01,"",287,"ZF","PZ",1850,168,152,1806.19,1
"8347",2021-05-01,"",288,"F","PZ",1200,168,152,1015.24,1
"8348",2021-05-01,"",288,"ZF","PZ",1600,168,136,1384.16,1
"8349",2021-05-01,"",291,"F","PZ",1150,168,168,1153.5,1
"8350",2021-05-01,"",291,"F","PZ",1150,168,168,1210.23,1
"8351",2021-05-01,"",291,"L","PZ",486,84,84,455.44,0.5
"8352",2021-05-01,"",291,"L","PZ",971,168,47.5,622.98,1
"8353",2021-05-01,"",291,"L","PZ",971,168,160,955.66,1
"8354",2021-05-01,"",291,"ZF","PZ",1900,168,160,1710.96,1
"8355",2021-05-01,"",292,"F","PZ",1300,168,161,1395.27,1
"8356",2021-05-01,"",292,"F","PZ",1170,168,144,1268.08,1
"8357",2021-05-01,"",292,"L","PZ",971,168,168,950.25,1
"8358",2021-05-01,"",292,"L","PZ",971,168,169,988.25,1
"8359",2021-05-01,"",292,"ZF","PZ",1600,168,148,1442.13,1
"8360",2021-05-01,"",293,"F","PZ",1328,168,168,1298.95,1
"8361",2021-05-01,"",293,"L","PZ",971,168,148,1043.1,1
"8362",2021-05-01,"",293,"L","PZ",971,168,160,975.14,1
"8363",2021-05-01,"",293,"ZF","PZ",2000,168,160.5,2316.95,1
"8364",2021-05-01,"",294,"F","PZ",1400,168,152,1446.16,1
"8365",2021-05-01,"",294,"L","PZ",971,168,168,1031.7,1
"8366",2021-05-01,"",294,"L","PZ",971,168,160,1109.48,1
"8367",2021-05-01,"",294,"ZF","PZ",151,21,21,130.77,0.13
"8368",2021-05-01,"",295,"F","PZ",1300,168,168,1193.04,1
"8369",2021-05-01,"",295,"F","PZ",1350,168,168,1340.58,1
"8370",2021-05-01,"",295,"L","PZ",971,168,168,1005.44,1
"8371",2021-05-01,"",295,"L","PZ",971,168,168,967.88,1
"8372",2021-05-01,"",295,"ZF","PZ",1900,168,132,1797.6,1
"8373",2021-05-01,"",296,"F","PZ",1400,168,145.5,1426.75,1
"8374",2021-05-01,"",296,"F","PZ",1300,168,152,1309.58,1
"8375",2021-05-01,"",296,"F","PZ",1330,168,152,1302.63,1
"8376",2021-05-01,"",296,"L","PZ",971,168,160,930.13,1
"8377",2021-05-01,"",296,"L","PZ",971,168,84,635.15,1
"8378",2021-05-01,"",296,"L","PZ",971,168,162,998.61,1
"8379",2021-05-01,"",296,"ZF","PZ",200,21,18,144.29,0.13
"8380",2021-05-01,"",297,"F","PZ",1370,168,138,1507.9,1
"8381",2021-05-01,"",297,"L","PZ",971,168,120,1110.73,1
"8382",2021-05-01,"",297,"L","PZ",971,168,161,955.49,1
"8383",2021-05-01,"",297,"L","PZ",971,168,152,940.65,1
"8384",2021-05-01,"",297,"ZF","PZ",1800,168,136,1948.59,1
"8385",2021-05-01,"",298,"F","PZ",1370,168,161,1521.72,1
"8386",2021-05-01,"",298,"L","PZ",971,168,152.5,1072.93,1
"8387",2021-05-01,"",298,"L","PZ",971,168,168.5,1104.69,1
"8388",2021-05-01,"",298,"ZF","PZ",1850,168,169.5,2088.05,1
"8389",2021-05-01,"",299,"F","PZ",1350,168,152,1141.92,1
"8390",2021-05-01,"",299,"F","PZ",1360,168,32.5,635.02,1
"8391",2021-05-01,"",299,"L","PZ",1000,168,144,995.03,1
"8392",2021-05-01,"",299,"L","PZ",971,168,160,980.96,1
"8393",2021-05-01,"",299,"L","PZ",486,84,84,561.57,0.5
"8394",2021-05-01,"",299,"ZF","PZ",1800,168,152,1753.57,1
"8395",2021-05-01,"",300,"F","PZ",1250,168,168,1347.84,1
"8396",2021-05-01,"",300,"F","PZ",1200,168,160,1225.83,1
"8397",2021-05-01,"",300,"L","PZ",990,168,168,1041.64,1
"8398",2021-05-01,"",300,"ZF","PZ",2100,168,136,2350.67,1
"8399",2021-05-01,"",301,"F","PZ",1230,168,172.5,1446.77,1
"8400",2021-05-01,"",301,"L","PZ",997,168,112,908.3,1
"8401",2021-05-01,"",301,"L","PZ",985,168,152,928.32,1
"8402",2021-05-01,"",301,"L","PZ",997,168,160,760.19,1
"8403",2021-05-01,"",301,"L","PZ",971,168,160,738.96,1
"8404",2021-05-01,"",301,"L","PZ",250,42,40,229.12,0.25
"8405",2021-05-01,"",301,"ZF","PZ",1730,168,153.5,1628.95,1
"8406",2021-05-01,"",305,"F","PZ",1460,168,168,1065.05,1
"8407",2021-05-01,"",305,"L","PZ",971,168,160,660.4,1
"8408",2021-05-01,"",305,"ZF","PZ",1950,168,145,1544.22,1
"8409",2021-05-01,"",306,"ZF","PZ",1700,168,138,2213.15,1
"8410",2021-05-01,"",307,"F","PZ",1300,168,128,1417.69,1
"8411",2021-05-01,"",307,"F","PZ",1250,168,168,1178.37,1
"8412",2021-05-01,"",307,"L","PZ",971,168,96,1060.08,1
"8413",2021-05-01,"",307,"L","PZ",971,168,168,917.38,1
"8414",2021-05-01,"",307,"L","PZ",971,168,164,990.94,1
"8415",2021-05-01,"",307,"ZF","PZ",1800,168,136,1767.23,1
"8416",2021-05-01,"",308,"F","PZ",1300,168,160,1472.77,1
"8417",2021-05-01,"",308,"F","PZ",1200,168,164,1238.9,1
"8418",2021-05-01,"",308,"L","PZ",971,168,160,934.83,1
"8419",2021-05-01,"",308,"L","PZ",971,168,168,1047.98,1
"8420",2021-05-01,"",308,"ZF","PZ",1750,168,144,1753.87,1
"8421",2021-05-01,"",310,"F","PZ",1350,168,195,1541.6,1
"8422",2021-05-01,"",310,"L","PZ",971,168,168,1143.39,1
"8423",2021-05-01,"",310,"L","PZ",971,168,160,928.14,1
"8424",2021-05-01,"",310,"L","PZ",971,168,168,942.35,1
"8425",2021-05-01,"",310,"L","PZ",971,168,160,975.9,1
"8426",2021-05-01,"",310,"ZF","PZ",950,84,80,795.35,0.5
"8427",2021-05-01,"",311,"L","PZ",971,168,156,905.46,1
"8428",2021-05-01,"",311,"ZF","PZ",1650,168,171.5,1729.95,1
"8429",2021-05-01,"",312,"F","PZ",1300,168,152,1132.26,1
"8430",2021-05-01,"",312,"F","PZ",1300,168,168,1112.63,1
"8431",2021-05-01,"",312,"F","PZ",1300,168,148,1126.38,1
"8432",2021-05-01,"",312,"ZF","PZ",800,84,76,711.7,0.5
"8433",2021-05-01,"",313,"F","PZ",1200,168,152,1179.77,1
"8434",2021-05-01,"",313,"L","PZ",850,147,147,735.81,0.88
"8435",2021-05-01,"",313,"L","PZ",971,168,152,831.22,1
"8436",2021-05-01,"",313,"ZF","PZ",1780,168,150.25,1805.53,1
"8437",2021-05-01,"",316,"F","PZ",1300,168,153.5,1713.09,1
"8438",2021-05-01,"",316,"F","PZ",1200,168,157,1261.3,1
"8439",2021-05-01,"",316,"F","PZ",1150,168,168,986.76,1
"8440",2021-05-01,"",316,"ZF","PZ",301,42,38,211.15,0.25
"8441",2021-05-01,"",317,"F","PZ",1335,168,156.5,1253.72,1
"8442",2021-05-01,"",317,"F","PZ",1400,168,8,1226.51,1
"8443",2021-05-01,"",317,"L","PZ",971,168,151,752.34,1
"8444",2021-05-01,"",317,"ZF","PZ",1730,168,157,1691.4,1
"8445",2021-05-01,"",319,"F","PZ",1000,126,120,1032.69,0.75
"8446",2021-05-01,"",319,"L","PZ",971,168,160,866.93,1
"8447",2021-05-01,"",319,"ZF","PZ",1380,126,114,1453.53,0.75
"8448",2021-05-01,"",320,"F","PZ",1300,168,155.5,1147.09,1
"8449",2021-05-01,"",320,"L","PZ",243,42,42,325.69,0.25
"8450",2021-05-01,"",320,"L","PZ",971,168,160,823.49,1
"8451",2021-05-01,"",320,"ZF","PZ",1750,168,152.5,1534.77,1
"8452",2021-05-01,"",322,"F","PZ",1100,168,168,1273.79,1
"8453",2021-05-01,"",322,"F","PZ",1350,168,140,1303.93,1
"8454",2021-05-01,"",322,"F","PZ",1250,168,152,1330.29,1
"8455",2021-05-01,"",322,"L","PZ",971,168,128,1049.19,1
"8456",2021-05-01,"",322,"ZF","PZ",420,42,42,379.81,0.25
"8457",2021-05-01,"",325,"F","PZ",1250,168,144,1212.57,1
"8458",2021-05-01,"",325,"F","PZ",1350,168,128,1353.71,1
"8459",2021-05-01,"",325,"L","PZ",1010,168,104,918.65,1
"8460",2021-05-01,"",325,"L","PZ",971,168,152,893.04,1
"8461",2021-05-01,"",325,"L","PZ",1010,168,144,1128.64,1
"8462",2021-05-01,"",325,"ZF","PZ",2000,168,160,1787.1,1
"8463",2021-05-01,"",326,"F","PZ",1300,168,168,1109.28,1
"8464",2021-05-01,"",326,"L","PZ",486,84,80,412.36,0.5
"8465",2021-05-01,"",326,"L","PZ",971,168,120,880.2,1
"8466",2021-05-01,"",326,"ZF","PZ",1750,168,120,1618.81,1
"8467",2021-05-01,"",327,"F","PZ",1250,168,168,1221.2,1
"8468",2021-05-01,"",327,"F","PZ",1150,168,168,1022.83,1
"8469",2021-05-01,"",327,"L","PZ",971,168,160,825.32,1
"8470",2021-05-01,"",327,"L","PZ",971,168,168,903.99,1
"8471",2021-05-01,"",327,"ZF","PZ",151,21,11,81.09,0.13
"8472",2021-05-01,"",329,"F","PZ",1350,168,112,1304.27,1
"8473",2021-05-01,"",329,"L","PZ",971,168,168,863.04,1
"8474",2021-05-01,"",331,"F","PZ",1087,168,168,952.22,1
"8475",2021-05-01,"",331,"L","PZ",971,168,144,800.3,1
"8476",2021-05-01,"",331,"ZF","PZ",1620,168,108,1509.64,1
"8477",2021-05-01,"",332,"F","PZ",1230,168,168,1032.18,1
"8478",2021-05-01,"",332,"F","PZ",1300,168,144,1179.91,1
"8479",2021-05-01,"",332,"L","PZ",971,168,152,918.5,1
"8480",2021-05-01,"",332,"ZF","PZ",1660,168,128,1556.64,1
"8481",2021-05-01,"",333,"L","PZ",971,168,0,0,1
"8482",2021-05-01,"",333,"ZF","PZ",1900,168,148,2304.93,1
"8483",2021-05-01,"",334,"F","PZ",1300,168,152,1300.68,1
"8484",2021-05-01,"",334,"F","PZ",1300,168,152,1170.09,1
"8485",2021-05-01,"",334,"F","PZ",1300,168,152,1297.27,1
"8486",2021-05-01,"",334,"F","PZ",625,84,84,750.18,0.5
"8487",2021-05-01,"",334,"L","PZ",971,168,160,1069.42,1
"8488",2021-05-01,"",334,"L","PZ",971,168,152,911.07,1
"8489",2021-05-01,"",334,"L","PZ",971,168,112,909.16,1
"8490",2021-05-01,"",334,"ZF","PZ",1750,168,128,1734.81,1
"8491",2021-05-01,"",335,"F","PZ",1087,168,168,1118.75,1
"8492",2021-05-01,"",335,"F","PZ",1420,168,40,316.52,1
"8493",2021-05-01,"",335,"F","PZ",1170,168,152,1174.53,1
"8494",2021-05-01,"",335,"L","PZ",971,168,144,961.71,1
"8495",2021-05-01,"",335,"L","PZ",971,168,144,991.89,1
"8496",2021-05-01,"",335,"ZF","PZ",1850,168,144,1765.87,1
"8497",2021-05-01,"",336,"L","PZ",971,168,184,1074.54,1
"8498",2021-05-01,"",336,"ZF","PZ",1650,168,150,1545.46,1
"8499",2021-05-01,"",337,"L","PZ",971,168,160,706.88,1
"8500",2021-05-01,"",337,"ZF","PZ",1700,168,152,1848.11,1
"8501",2021-05-01,"",338,"F","PZ",1380,168,104,1774.75,1
"8502",2021-05-01,"",338,"ZF","PZ",301,42,42,211.14,0.25
"8503",2021-05-01,"",340,"F","PZ",1200,168,160,1254.42,1
"8504",2021-05-01,"",340,"L","PZ",971,168,136,917.46,1
"8505",2021-05-01,"",340,"L","PZ",971,168,160,1209.1,1
"8506",2021-05-01,"",340,"ZF","PZ",1850,168,120,2212.19,1
"8507",2021-05-01,"",341,"ZF","PZ",1510,168,168,1284.23,1
"8508",2021-05-01,"",342,"L","PZ",971,168,149.5,960.58,1
"8509",2021-05-01,"",342,"ZF","PZ",1700,168,120,1921.73,1
"8510",2021-05-01,"",343,"F","PZ",1300,168,160,1091.42,1
"8511",2021-05-01,"",343,"L","PZ",971,168,136,807.45,1
"8512",2021-05-01,"",343,"ZF","PZ",1800,168,128,1614.63,1
"8513",2021-05-01,"",347,"F","PZ",1300,168,152,1035.6,1
"8514",2021-05-01,"",347,"F","PZ",1300,168,136,1290.67,1
"8515",2021-05-01,"",347,"ZF","PZ",1700,168,144,1638.51,1
"8516",2021-05-01,"",349,"F","PZ",1300,168,160,1123.61,1
"8517",2021-05-01,"",349,"F","PZ",1300,168,128,791.87,1
"8518",2021-05-01,"",349,"L","PZ",971,168,144,785.86,1
"8519",2021-05-01,"",349,"L","PZ",971,168,156,806.05,1
"8520",2021-05-01,"",349,"L","PZ",971,168,88,921.52,1
"8521",2021-05-01,"",349,"ZF","PZ",1600,168,152,1269.7,1
"8522",2021-05-01,"",350,"F","PZ",1150,168,170.5,1058.75,1
"8523",2021-05-01,"",350,"ZF","PZ",1500,168,123.5,1404.54,1
"8524",2021-05-01,"",351,"F","PZ",1500,168,152,1501.91,1
"8525",2021-05-01,"",351,"F","PZ",1250,168,168,1392.55,1
"8526",2021-05-01,"",351,"L","PZ",971,168,156,944.3,1
"8527",2021-05-01,"",351,"L","PZ",971,168,168,1000.55,1
"8528",2021-05-01,"",351,"ZF","PZ",151,21,19,105.91,0.13
"8529",2021-05-01,"",352,"L","PZ",971,168,134,879.76,1
"8530",2021-05-01,"",352,"ZF","PZ",1600,168,72,927.61,1
"8531",2021-05-01,"",354,"L","PZ",971,168,168,770.85,1
"8532",2021-05-01,"",354,"ZF","PZ",1700,168,168,1397.69,1
"8533",2021-05-01,"",355,"L","PZ",971,168,48,274.91,1
"8534",2021-05-01,"",355,"L","PZ",971,168,160,483.36,1
"8535",2021-05-01,"",355,"ZF","PZ",1750,168,169,1604.99,1
"8536",2021-05-01,"",356,"L","PZ",971,168,168,769.96,1
"8537",2021-05-01,"",356,"L","PZ",486,84,84,382.16,0.5
"8538",2021-05-01,"",356,"ZF","PZ",301,42,38,211.15,0.25
"8539",2021-05-01,"",366,"F","PZ",1350,168,128,1169.69,1
"8540",2021-05-01,"",366,"F","PZ",1300,168,168,1095.54,1
"8541",2021-05-01,"",366,"ZF","PZ",1750,168,128,1701.73,1
"8542",2021-05-01,"",368,"F","PZ",1250,168,168,1049.49,1
"8543",2021-05-01,"",368,"F","PZ",1250,168,168,1147.06,1
"8544",2021-05-01,"",368,"L","PZ",971,168,120,834.45,1
"8545",2021-05-01,"",368,"L","PZ",500,84,76,482.32,0.5
"8546",2021-05-01,"",368,"ZF","PZ",1750,168,158.5,1695.16,1
"8547",2021-05-01,"",371,"ZF","PZ",1500,168,144,1393.02,1
"8548",2021-05-01,"",373,"F","PZ",1200,168,155.5,978.8,1
"8549",2021-05-01,"",373,"F","PZ",1370,168,160,1178.68,1
"8550",2021-05-01,"",373,"F","PZ",1200,168,164.5,1052.57,1
"8551",2021-05-01,"",373,"ZF","PZ",1650,168,142,1551.06,1
"8552",2021-05-01,"",378,"F","PZ",1400,168,164,1438.08,1
"8553",2021-05-01,"",378,"L","PZ",971,168,0,0,1
"8554",2021-05-01,"",378,"ZF","PZ",1800,168,128,1682.14,1
"8555",2021-05-01,"",427,"F","PZ",938,126,126,1156.07,0.75
"8556",2021-05-01,"",427,"F","PZ",630,84,76,611.95,0.5
"8557",2021-05-01,"",427,"L","PZ",971,168,160,771.58,1
"8558",2021-05-01,"",427,"L","PZ",971,168,136,840.62,1
"8559",2021-05-01,"",427,"ZF","PZ",1280,126,0,0,0.75
"8560",2021-05-01,"",427,"ZF","PZ",160,21,11,58.81,0.13
"8561",2021-05-01,"",451,"L","PZ",971,168,148,864.26,1
"8562",2021-05-01,"",451,"ZF","PZ",1750,168,152,1622.43,1
"8563",2021-05-01,"",453,"F","PZ",1350,168,171.5,1369.42,1
"8564",2021-05-01,"",453,"L","PZ",971,168,152,868.18,1
"8565",2021-05-01,"",453,"L","PZ",971,168,168,832.63,1
"8566",2021-05-01,"",453,"ZF","PZ",1730,168,131,1370.02,1
"8567",2021-05-01,"",456,"L","PZ",971,168,160,781.67,1
"8568",2021-05-01,"",456,"ZF","PZ",1720,168,144,1468.01,1
"8569",2021-05-01,"",457,"F","PZ",1200,168,144,1433.99,1
"8570",2021-05-01,"",457,"L","PZ",971,168,148,914.69,1
"8571",2021-05-01,"",457,"L","PZ",971,168,148,874.96,1
"8572",2021-05-01,"",457,"ZF","PZ",1940,168,160,2226.29,1
"8573",2021-05-01,"",459,"F","PZ",1310,168,170,1190.78,1
"8574",2021-05-01,"",459,"L","PZ",971,168,161,1028.92,1
"8575",2021-05-01,"",459,"L","PZ",971,168,156,898.85,1
"8576",2021-05-01,"",459,"ZF","PZ",1800,168,138.5,1564.34,1
"8577",2021-05-01,"",461,"F","PZ",1300,168,152,1163.57,1
"8578",2021-05-01,"",461,"F","PZ",1250,168,160,1092.41,1
"8579",2021-05-01,"",461,"F","PZ",1360,168,0,0,1
"8580",2021-05-01,"",461,"L","PZ",971,168,152,794.42,1
"8581",2021-05-01,"",461,"L","PZ",971,168,152,819.48,1
"8582",2021-05-01,"",461,"ZF","PZ",1860,168,156,1792.49,1
"8583",2021-05-01,"",462,"F","PZ",1400,168,178.5,1192.79,1
"8584",2021-05-01,"",462,"F","PZ",997,105,95,990.12,0.63
"8585",2021-05-01,"",462,"L","PZ",900,147,147,627.67,0.88
"8586",2021-05-01,"",462,"ZF","PZ",1810,168,150.5,1763.42,1
"8587",2021-05-01,"",464,"F","PZ",1200,168,152,1041.92,1
"8588",2021-05-01,"",464,"F","PZ",1300,168,140,1057.54,1
"8589",2021-05-01,"",464,"L","PZ",971,168,144,795.08,1
"8590",2021-05-01,"",464,"ZF","PZ",1600,168,146,1736.03,1
"8591",2021-05-01,"",465,"F","PZ",1300,168,160,1116.92,1
"8592",2021-05-01,"",465,"L","PZ",971,168,152,729.84,1
"8593",2021-05-01,"",465,"ZF","PZ",1800,168,160,1528.3,1
"8594",2021-05-01,"",466,"F","PZ",1100,168,160,934.74,1
"8595",2021-05-01,"",466,"F","PZ",1300,168,168,999.53,1
"8596",2021-05-01,"",466,"L","PZ",971,168,152,810.35,1
"8597",2021-05-01,"",466,"ZF","PZ",1780,168,152,1492.43,1
"8598",2021-05-01,"",467,"F","PZ",1400,168,152,1267.44,1
"8599",2021-05-01,"",467,"L","PZ",971,168,168,855.67,1
"8600",2021-05-01,"",467,"L","PZ",971,168,168,832.58,1
"8601",2021-05-01,"",467,"ZF","PZ",1850,168,160,1698.45,1
"8602",2021-05-01,"",469,"F","PZ",1200,168,152,1040.01,1
"8603",2021-05-01,"",469,"F","PZ",675,84,72,582.83,0.5
"8604",2021-05-01,"",469,"L","PZ",971,168,154,833.39,1
"8605",2021-05-01,"",469,"L","PZ",971,168,150,755.41,1
"8606",2021-05-01,"",469,"ZF","PZ",1850,168,144.5,1590.04,1
"8607",2021-05-01,"",470,"F","PZ",1250,168,168,1289.51,1
"8608",2021-05-01,"",470,"F","PZ",1450,168,136,1297.71,1
"8609",2021-05-01,"",470,"L","PZ",971,168,0,0,1
"8610",2021-05-01,"",470,"L","PZ",971,168,168,764.22,1
"8611",2021-05-01,"",470,"ZF","PZ",2240,168,166,2694.3,1
"8612",2021-05-01,"",471,"F","PZ",1100,168,158,1151.86,1
"8613",2021-05-01,"",471,"L","PZ",971,168,128,855.1,1
"8614",2021-05-01,"",471,"ZF","PZ",1900,168,140,1702.51,1
"8615",2021-05-01,"",474,"F","PZ",1280,168,151,1195.89,1
"8616",2021-05-01,"",474,"F","PZ",1220,168,168,1078.13,1
"8617",2021-05-01,"",474,"L","PZ",971,168,152,859.12,1
"8618",2021-05-01,"",474,"L","PZ",971,168,143,875.26,1
"8619",2021-05-01,"",474,"ZF","PZ",1720,168,152,1508.03,1
"8620",2021-05-01,"",501,"F","PZ",1430,168,140,1444.01,1
"8621",2021-05-01,"",501,"L","PZ",971,168,144,847.91,1
"8622",2021-05-01,"",501,"L","PZ",971,168,140,853.33,1
"8623",2021-05-01,"",501,"ZF","PZ",1785,168,148,1790.07,1
"8624",2021-05-01,"",502,"F","PZ",1400,168,144,1203.61,1
"8625",2021-05-01,"",502,"F","PZ",1300,168,159.5,1199.12,1
"8626",2021-05-01,"",502,"ZF","PZ",1960,168,140,1935.7,1
"8627",2021-05-01,"",503,"F","PZ",1300,168,144,1069.22,1
"8628",2021-05-01,"",503,"L","PZ",971,168,132,872.54,1
"8629",2021-05-01,"",503,"ZF","PZ",2125,168,129,1731.51,1
"8630",2021-05-01,"",504,"F","PZ",1110,126,120,976.72,0.75
"8631",2021-05-01,"",504,"F","PZ",1260,168,153,1183.34,1
"8632",2021-05-01,"",504,"L","PZ",729,126,0,546.37,0.75
"8633",2021-05-01,"",504,"L","PZ",971,168,160,791.73,1
"8634",2021-05-01,"",504,"ZF","PZ",1750,168,141,1836.95,1
"8635",2021-05-01,"",505,"F","PZ",1420,168,144,1232.99,1
"8636",2021-05-01,"",505,"F","PZ",1380,168,156,1233.42,1
"8637",2021-05-01,"",505,"L","PZ",971,168,152,800.67,1
"8638",2021-05-01,"",505,"ZF","PZ",1895,168,148,1824.5,1
"8639",2021-05-01,"",506,"L","PZ",971,168,144,862.3,1
"8640",2021-05-01,"",506,"ZF","PZ",1650,168,146,1520.35,1
"8641",2021-05-01,"",511,"F","PZ",1300,168,144,1600.36,1
"8642",2021-05-01,"",511,"L","PZ",971,168,128,929.59,1
"8643",2021-05-01,"",511,"ZF","PZ",200,21,21,291.51,0.13
"8644",2021-05-01,"",515,"F","PZ",1300,168,0,0,1
"8645",2021-05-01,"",515,"F","PZ",1300,168,152,1158.35,1
"8646",2021-05-01,"",515,"F","PZ",1366,168,160,1228.42,1
"8647",2021-05-01,"",515,"L","PZ",971,168,80,668.73,1
"8648",2021-05-01,"",515,"L","PZ",971,168,168,707.85,1
"8649",2021-05-01,"",515,"ZF","PZ",1830,168,88,1718.84,1
"8650",2021-05-01,"",516,"F","PZ",1250,168,168,1080.67,1
"8651",2021-05-01,"",516,"F","PZ",1300,168,160,1220.65,1
"8652",2021-05-01,"",516,"L","PZ",1025,168,168,921.34,1
"8653",2021-05-01,"",516,"L","PZ",971,168,139.5,807.47,1
"8654",2021-05-01,"",516,"ZF","PZ",1800,168,136,1628.32,1
"8655",2021-05-01,"",518,"F","PZ",1300,168,160,1170.73,1
"8656",2021-05-01,"",518,"F","PZ",1300,168,144,1310.93,1
"8657",2021-05-01,"",518,"F","PZ",1380,168,160,1260.04,1
"8658",2021-05-01,"",518,"L","PZ",971,168,0,0,1
"8659",2021-05-01,"",518,"L","PZ",971,168,160,719.95,1
"8660",2021-05-01,"",518,"L","PZ",971,168,168,826.78,1
"8661",2021-05-01,"",518,"ZF","PZ",1790,168,168,2099.54,1
"8662",2021-05-01,"",520,"L","PZ",971,168,72,620.34,1
"8663",2021-05-01,"",520,"L","PZ",971,168,32,351.63,1
"8664",2021-05-01,"",520,"ZF","PZ",1660,168,108,4115.56,1
"8665",2021-05-01,"",523,"F","PZ",1200,168,152,1254.29,1
"8666",2021-05-01,"",523,"L","PZ",971,168,152,823.18,1
"8667",2021-05-01,"",523,"ZF","PZ",1400,126,96,1454.23,0.75
"8668",2021-05-01,"",524,"L","PZ",971,168,144,813.62,1
"8669",2021-05-01,"",524,"L","PZ",971,168,152,804.32,1
"8670",2021-05-01,"",524,"ZF","PZ",1665,168,160,1491.58,1
