"","obdobie","md","stredisko","funkcia","ppv","mzda","fond","hodiny","vyplata","uvazok"
"1",2021-08-01,"",2,"F","PZ",1350,176,168,1241.91,1
"2",2021-08-01,"",2,"F","PZ",1250,176,136,1149.67,1
"3",2021-08-01,"",2,"F","PZ",1350,176,136,1470.68,1
"4",2021-08-01,"",2,"L","PZ",1030,176,120,1017.83,1
"5",2021-08-01,"",2,"L","PZ",1030,176,108,1036.86,1
"6",2021-08-01,"",2,"L","PZ",150,22,22,126.89,0.13
"7",2021-08-01,"",2,"ZF","PZ",151,22,17,106.3,0.13
"8",2021-08-01,"",3,"F","PZ",1300,176,153.5,1119.33,1
"9",2021-08-01,"",3,"ZF","PZ",1700,176,136,1466.63,1
"10",2021-08-01,"",5,"F","PZ",1087,176,176,1051.64,1
"11",2021-08-01,"",5,"L","PZ",971,176,136,1008.21,1
"12",2021-08-01,"",5,"ZF","PZ",1750,176,96,2356.24,1
"13",2021-08-01,"",6,"F","PZ",1300,176,136,1245.45,1
"14",2021-08-01,"",6,"L","PZ",971,176,80,924.53,1
"15",2021-08-01,"",6,"L","PZ",971,176,134.5,986.63,1
"16",2021-08-01,"",6,"ZF","PZ",1870,176,104,2392.76,1
"17",2021-08-01,"",7,"F","PZ",1171,176,168,960.54,1
"18",2021-08-01,"",7,"ZF","PZ",1650,176,96,1782.19,1
"19",2021-08-01,"",9,"F","PZ",1120,176,136,958.14,1
"20",2021-08-01,"",9,"F","PZ",136,22,16,95.82,0.13
"21",2021-08-01,"",9,"L","PZ",971,176,88,936.83,1
"22",2021-08-01,"",9,"L","PZ",971,176,152,775.46,1
"23",2021-08-01,"",9,"L","PZ",971,176,152,823.18,1
"24",2021-08-01,"",9,"ZF","PZ",1820,176,96,2091.78,1
"25",2021-08-01,"",11,"F","PZ",1350,176,176,1490.49,1
"26",2021-08-01,"",11,"F","PZ",1350,176,168,1270.62,1
"27",2021-08-01,"",11,"L","PZ",971,176,104,913.26,1
"28",2021-08-01,"",11,"L","PZ",971,176,144,985.66,1
"29",2021-08-01,"",11,"L","PZ",971,176,120,1532.68,1
"30",2021-08-01,"",11,"L","PZ",971,176,144,1612.7,1
"31",2021-08-01,"",11,"L","PZ",971,176,0,0,1
"32",2021-08-01,"",11,"ZF","PZ",2000,176,104,2179.73,1
"33",2021-08-01,"",12,"F","PZ",1087,176,176,1269.17,1
"34",2021-08-01,"",12,"F","PZ",1087,176,168,1554.2,1
"35",2021-08-01,"",12,"F","PZ",1120,176,0,0,1
"36",2021-08-01,"",12,"L","PZ",971,176,112,1210.64,1
"37",2021-08-01,"",12,"L","PZ",971,176,136,1078.21,1
"38",2021-08-01,"",12,"L","PZ",971,176,148,1027,1
"39",2021-08-01,"",12,"ZF","PZ",1730,176,96,1925.92,1
"40",2021-08-01,"",13,"F","PZ",1100,176,136,1037.11,1
"41",2021-08-01,"",13,"L","PZ",971,176,176,843.93,1
"42",2021-08-01,"",13,"ZF","PZ",1372,143,78,1456.59,0.81
"43",2021-08-01,"",14,"F","PZ",1200,176,144,1326.53,1
"44",2021-08-01,"",14,"F","PZ",1285,176,160,1326.32,1
"45",2021-08-01,"",14,"F","PZ",1300,176,152,1473.44,1
"46",2021-08-01,"",14,"L","PZ",971,176,160,1095.93,1
"47",2021-08-01,"",14,"L","PZ",971,176,0,0,1
"48",2021-08-01,"",14,"L","PZ",971,176,176,1048.84,1
"49",2021-08-01,"",14,"ZF","PZ",1700,176,156,1757.85,1
"50",2021-08-01,"",15,"F","PZ",1200,176,176,1350.88,1
"51",2021-08-01,"",15,"F","PZ",1200,176,104,1145.58,1
"52",2021-08-01,"",15,"F","PZ",1240,176,128,1663.75,1
"53",2021-08-01,"",15,"L","PZ",971,176,144,1067.18,1
"54",2021-08-01,"",15,"L","PZ",971,176,136,1047.51,1
"55",2021-08-01,"",15,"ZF","PZ",1750,176,116,1829.68,1
"56",2021-08-01,"",16,"F","PZ",1170,176,176,1225.45,1
"57",2021-08-01,"",16,"F","PZ",1428,176,0,847.71,1
"58",2021-08-01,"",16,"F","PZ",1200,176,168,1156.32,1
"59",2021-08-01,"",16,"L","PZ",971,176,160,987.53,1
"60",2021-08-01,"",16,"L","PZ",971,176,163,1228.99,1
"61",2021-08-01,"",16,"ZF","PZ",1800,176,0,0,1
"62",2021-08-01,"",17,"F","PZ",1250,176,136,1106.34,1
"63",2021-08-01,"",17,"F","PZ",1350,176,132,1356.87,1
"64",2021-08-01,"",17,"L","PZ",971,176,88,888.84,1
"65",2021-08-01,"",17,"L","PZ",971,176,152,819.82,1
"66",2021-08-01,"",17,"ZF","PZ",305,44,44,236.64,0.25
"67",2021-08-01,"",18,"F","PZ",1400,176,80,974.92,1
"68",2021-08-01,"",18,"L","PZ",971,176,168,968.18,1
"69",2021-08-01,"",18,"L","PZ",971,176,120,1011.16,1
"70",2021-08-01,"",18,"ZF","PZ",1700,176,126,1538.33,1
"71",2021-08-01,"",19,"F","PZ",1200,176,168,1025.69,1
"72",2021-08-01,"",19,"F","PZ",1250,176,108,1477.63,1
"73",2021-08-01,"",19,"F","PZ",1550,176,84,1546.25,1
"74",2021-08-01,"",19,"L","PZ",971,176,168,723.95,1
"75",2021-08-01,"",19,"L","PZ",971,176,176,848.33,1
"76",2021-08-01,"",19,"ZF","PZ",150,22,20,128.91,0.13
"77",2021-08-01,"",22,"F","PZ",1400,176,172,1170.8,1
"78",2021-08-01,"",22,"F","PZ",1400,176,176,2041.15,1
"79",2021-08-01,"",22,"L","PZ",971,176,136,827.99,1
"80",2021-08-01,"",22,"L","PZ",971,176,0,55.87,1
"81",2021-08-01,"",22,"L","PZ",971,176,136,796.89,1
"82",2021-08-01,"",22,"L","PZ",971,176,120,802.22,1
"83",2021-08-01,"",22,"ZF","PZ",2100,176,137,1683.05,1
"84",2021-08-01,"",25,"F","PZ",1087,176,176,1452.63,1
"85",2021-08-01,"",25,"F","PZ",1090,176,160,1224.39,1
"86",2021-08-01,"",25,"F","PZ",1087,176,128,1298.51,1
"87",2021-08-01,"",25,"F","PZ",1110,176,128,1296.43,1
"88",2021-08-01,"",25,"L","PZ",971,176,136,1026.71,1
"89",2021-08-01,"",25,"L","PZ",971,176,128,1087.61,1
"90",2021-08-01,"",25,"L","PZ",971,176,136,1130.64,1
"91",2021-08-01,"",25,"ZF","PZ",2040,176,120,2447.15,1
"92",2021-08-01,"",26,"F","PZ",1100,176,120,1045.41,1
"93",2021-08-01,"",26,"F","PZ",1250,176,136,1061.46,1
"94",2021-08-01,"",26,"L","PZ",971,176,136,829.61,1
"95",2021-08-01,"",26,"L","PZ",971,176,136,883.65,1
"96",2021-08-01,"",26,"L","PZ",971,176,136,849.81,1
"97",2021-08-01,"",26,"ZF","PZ",2080,176,160,2026.04,1
"98",2021-08-01,"",27,"F","PZ",1250,176,176,1226.91,1
"99",2021-08-01,"",27,"F","PZ",1250,176,176,1050.14,1
"100",2021-08-01,"",27,"L","PZ",971,176,136,1205.24,1
"101",2021-08-01,"",27,"L","PZ",971,176,140,1038.32,1
"102",2021-08-01,"",27,"L","PZ",971,176,156,1246.27,1
"103",2021-08-01,"",27,"ZF","PZ",1850,176,134.5,1919.53,1
"104",2021-08-01,"",29,"F","PZ",1300,176,160,1156.53,1
"105",2021-08-01,"",29,"F","PZ",1300,176,128,1480.36,1
"106",2021-08-01,"",29,"F","PZ",1280,176,128,1344.6,1
"107",2021-08-01,"",29,"F","PZ",1300,176,152,1759.89,1
"108",2021-08-01,"",29,"F","PZ",1300,176,96,1412.09,1
"109",2021-08-01,"",29,"L","PZ",971,176,136,1033.15,1
"110",2021-08-01,"",29,"L","PZ",971,176,120,1106.55,1
"111",2021-08-01,"",29,"L","PZ",971,176,136,1036.72,1
"112",2021-08-01,"",29,"L","PZ",971,176,0,0,1
"113",2021-08-01,"",29,"L","PZ",971,176,176,1054.35,1
"114",2021-08-01,"",29,"L","PZ",971,176,112,1240.78,1
"115",2021-08-01,"",29,"ZF","PZ",2020,176,80,2455.25,1
"116",2021-08-01,"",30,"F","PZ",1300,176,144,1406.74,1
"117",2021-08-01,"",30,"L","PZ",971,176,152,1091.24,1
"118",2021-08-01,"",30,"L","PZ",971,176,57.5,853.06,1
"119",2021-08-01,"",30,"ZF","PZ",1900,176,128,1905.01,1
"120",2021-08-01,"",31,"F","PZ",1180,176,160,1186.56,1
"121",2021-08-01,"",31,"F","PZ",1100,176,128,1420.94,1
"122",2021-08-01,"",31,"F","PZ",550,88,88,485.83,0.5
"123",2021-08-01,"",31,"L","PZ",971,176,144,1167.45,1
"124",2021-08-01,"",31,"L","PZ",971,176,136,933.74,1
"125",2021-08-01,"",31,"L","PZ",971,176,92,1232.64,1
"126",2021-08-01,"",31,"ZF","PZ",1820,176,144,1844.05,1
"127",2021-08-01,"",32,"F","PZ",1430,176,120,1293.33,1
"128",2021-08-01,"",32,"L","PZ",971,176,176,811.42,1
"129",2021-08-01,"",32,"L","PZ",971,176,72,824.41,1
"130",2021-08-01,"",32,"ZF","PZ",1850,176,120,1977.2,1
"131",2021-08-01,"",33,"F","PZ",1300,176,16,102.37,1
"132",2021-08-01,"",33,"F","PZ",1300,176,136,1461.88,1
"133",2021-08-01,"",33,"L","PZ",971,176,152,1130.68,1
"134",2021-08-01,"",33,"L","PZ",971,176,96,1201.6,1
"135",2021-08-01,"",33,"L","PZ",971,176,136,1178.87,1
"136",2021-08-01,"",33,"ZF","PZ",1900,176,120,1977.81,1
"137",2021-08-01,"",34,"F","PZ",1530,176,88,1682.75,1
"138",2021-08-01,"",34,"F","PZ",1303,176,136,1206.8,1
"139",2021-08-01,"",34,"F","PZ",1200,176,176,1145.39,1
"140",2021-08-01,"",34,"L","PZ",1047,176,160,1202,1
"141",2021-08-01,"",34,"L","PZ",1178,176,152,1239.73,1
"142",2021-08-01,"",34,"L","PZ",1046,176,100,1021.27,1
"143",2021-08-01,"",34,"ZF","PZ",151,22,22,130.19,0.13
"144",2021-08-01,"",35,"F","PZ",1400,176,165,1281.09,1
"145",2021-08-01,"",35,"L","PZ",1021,176,96,1168.66,1
"146",2021-08-01,"",35,"ZF","PZ",1852,176,84,2034.5,1
"147",2021-08-01,"",36,"F","PZ",1500,176,112.5,2154.4,1
"148",2021-08-01,"",36,"F","PZ",1400,176,148,1672.16,1
"149",2021-08-01,"",36,"F","PZ",1300,132,126,1475.25,0.75
"150",2021-08-01,"",36,"L","PZ",971,176,134.5,1120.43,1
"151",2021-08-01,"",36,"L","PZ",971,176,173.5,1530.9,1
"152",2021-08-01,"",36,"L","PZ",971,176,112,1179.96,1
"153",2021-08-01,"",36,"L","PZ",971,176,64,784.37,1
"154",2021-08-01,"",36,"L","PZ",971,176,128.5,1215.08,1
"155",2021-08-01,"",36,"ZF","PZ",2000,176,163.5,2197.76,1
"156",2021-08-01,"",37,"F","PZ",1290,176,152,1351.06,1
"157",2021-08-01,"",37,"F","PZ",1340,176,128,1402.09,1
"158",2021-08-01,"",37,"F","PZ",1290,176,168,1211.53,1
"159",2021-08-01,"",37,"ZF","PZ",1900,176,116,1875.71,1
"160",2021-08-01,"",38,"F","PZ",1350,176,182.5,1468.02,1
"161",2021-08-01,"",38,"F","PZ",1250,176,161,1564.68,1
"162",2021-08-01,"",38,"F","PZ",1350,176,120,1339.23,1
"163",2021-08-01,"",38,"L","PZ",971,176,140,1172.95,1
"164",2021-08-01,"",38,"L","PZ",971,176,116,1513.68,1
"165",2021-08-01,"",38,"L","PZ",971,176,182.5,1130.32,1
"166",2021-08-01,"",38,"ZF","PZ",1750,176,128,1811.22,1
"167",2021-08-01,"",39,"F","PZ",1087,176,168,1133.44,1
"168",2021-08-01,"",39,"F","PZ",1087,176,136,1185.42,1
"169",2021-08-01,"",39,"F","PZ",1350,176,152,1289.02,1
"170",2021-08-01,"",39,"F","PZ",1200,176,176,1200.63,1
"171",2021-08-01,"",39,"L","PZ",971,176,176,946.55,1
"172",2021-08-01,"",39,"L","PZ",971,176,120,838.31,1
"173",2021-08-01,"",39,"L","PZ",1000,176,112,1062.77,1
"174",2021-08-01,"",39,"L","PZ",971,176,112,1044.32,1
"175",2021-08-01,"",39,"ZF","PZ",1800,176,96,1783.79,1
"176",2021-08-01,"",40,"F","PZ",1150,132,60,1527.76,0.75
"177",2021-08-01,"",40,"L","PZ",971,176,168,911.9,1
"178",2021-08-01,"",40,"ZF","PZ",1720,176,120,1714.09,1
"179",2021-08-01,"",41,"F","PZ",1550,176,136,1572.58,1
"180",2021-08-01,"",41,"F","PZ",1150,132,102,1295.85,0.75
"181",2021-08-01,"",41,"F","PZ",1380,132,90,1548.64,0.75
"182",2021-08-01,"",41,"F","PZ",1400,176,176,1414.37,1
"183",2021-08-01,"",41,"F","PZ",1430,176,120,1853.73,1
"184",2021-08-01,"",41,"F","PZ",1250,176,176,1333.56,1
"185",2021-08-01,"",41,"F","PZ",1200,176,136,1217.49,1
"186",2021-08-01,"",41,"L","PZ",971,176,176,849.98,1
"187",2021-08-01,"",41,"L","PZ",971,176,136,1115.47,1
"188",2021-08-01,"",41,"L","PZ",971,176,136,788.79,1
"189",2021-08-01,"",41,"ZF","PZ",2350,176,72,2961.51,1
"190",2021-08-01,"",42,"F","PZ",1250,176,152,1274.93,1
"191",2021-08-01,"",42,"F","PZ",1330,176,185,1408.91,1
"192",2021-08-01,"",42,"F","PZ",1250,176,152,1269.91,1
"193",2021-08-01,"",42,"L","PZ",985,176,176,1100.87,1
"194",2021-08-01,"",42,"L","PZ",540,88,88,644.46,0.5
"195",2021-08-01,"",42,"L","PZ",1030,176,112,1175.53,1
"196",2021-08-01,"",42,"ZF","PZ",1730,176,176,1578.1,1
"197",2021-08-01,"",43,"F","PZ",1250,176,104,1167.78,1
"198",2021-08-01,"",43,"F","PZ",1395,176,120,1387.79,1
"199",2021-08-01,"",43,"F","PZ",1350,176,80,976.02,1
"200",2021-08-01,"",43,"F","PZ",1300,176,144,1406.57,1
"201",2021-08-01,"",43,"L","PZ",971,176,160,978.83,1
"202",2021-08-01,"",43,"L","PZ",971,176,80,473.86,1
"203",2021-08-01,"",43,"L","PZ",971,176,144,1166,1
"204",2021-08-01,"",43,"L","PZ",971,176,96,1122.3,1
"205",2021-08-01,"",43,"L","PZ",971,176,80,410.63,1
"206",2021-08-01,"",43,"L","PZ",971,176,152,1033.52,1
"207",2021-08-01,"",43,"ZF","PZ",1800,176,120,2203.41,1
"208",2021-08-01,"",45,"F","PZ",1120,176,128,1169.83,1
"209",2021-08-01,"",45,"F","PZ",1120,176,136,1104.74,1
"210",2021-08-01,"",45,"F","PZ",1250,176,104,1001.01,1
"211",2021-08-01,"",45,"L","PZ",971,176,136,1052.49,1
"212",2021-08-01,"",45,"L","PZ",971,176,128,1069.55,1
"213",2021-08-01,"",45,"ZF","PZ",1850,176,160,1702.41,1
"214",2021-08-01,"",46,"F","PZ",1170,176,0,0,1
"215",2021-08-01,"",46,"F","PZ",1300,176,172.5,1317.63,1
"216",2021-08-01,"",46,"L","PZ",971,176,96,884.1,1
"217",2021-08-01,"",46,"L","PZ",971,176,112,916.18,1
"218",2021-08-01,"",46,"ZF","PZ",1800,176,139.5,1793.65,1
"219",2021-08-01,"",47,"F","PZ",1600,176,152,1614.72,1
"220",2021-08-01,"",47,"F","PZ",1300,176,112,2158.07,1
"221",2021-08-01,"",47,"L","PZ",971,176,120,1338.64,1
"222",2021-08-01,"",47,"L","PZ",971,176,128,1073.53,1
"223",2021-08-01,"",47,"L","PZ",971,176,128,1077.59,1
"224",2021-08-01,"",48,"L","PZ",971,176,147.5,848.18,1
"225",2021-08-01,"",48,"L","PZ",971,176,180.5,913.19,1
"226",2021-08-01,"",48,"L","PZ",971,176,136,1010.35,1
"227",2021-08-01,"",48,"ZF","PZ",1710,176,195.5,2368.71,1
"228",2021-08-01,"",49,"F","PZ",1380,176,152,1515.62,1
"229",2021-08-01,"",49,"L","PZ",971,176,138,1142.53,1
"230",2021-08-01,"",49,"L","PZ",971,176,168,1038.43,1
"231",2021-08-01,"",49,"L","PZ",971,176,104,1227.55,1
"232",2021-08-01,"",49,"ZF","PZ",1900,176,152,1970.84,1
"233",2021-08-01,"",50,"L","PZ",971,176,144,1141.8,1
"234",2021-08-01,"",50,"ZF","PZ",2000,176,176,1810.7,1
"235",2021-08-01,"",51,"F","PZ",1087,176,136,910.23,1
"236",2021-08-01,"",51,"F","PZ",1200,176,80,1172.25,1
"237",2021-08-01,"",51,"F","PZ",1350,176,128,1441.73,1
"238",2021-08-01,"",51,"ZF","PZ",200,22,17,175.42,0.13
"239",2021-08-01,"",52,"F","PZ",1250,176,138,1243.54,1
"240",2021-08-01,"",52,"L","PZ",971,176,149.5,888.78,1
"241",2021-08-01,"",52,"L","PZ",971,176,125,970.65,1
"242",2021-08-01,"",52,"L","PZ",971,176,116.5,1083.06,1
"243",2021-08-01,"",52,"ZF","PZ",1800,176,123,1743.77,1
"244",2021-08-01,"",54,"F","PZ",1300,176,128,1503.83,1
"245",2021-08-01,"",54,"F","PZ",650,88,60,1363.25,0.5
"246",2021-08-01,"",54,"F","PZ",1500,176,176,1358.91,1
"247",2021-08-01,"",54,"L","PZ",990,176,136,1000.64,1
"248",2021-08-01,"",54,"L","PZ",990,176,92,1158.02,1
"249",2021-08-01,"",54,"L","PZ",990,176,96,1209.37,1
"250",2021-08-01,"",54,"L","PZ",990,176,156,1145.8,1
"251",2021-08-01,"",54,"ZF","PZ",1700,176,176,1852.18,1
"252",2021-08-01,"",55,"F","PZ",1300,176,189.5,1537.99,1
"253",2021-08-01,"",55,"F","PZ",1500,176,112,1530.09,1
"254",2021-08-01,"",55,"F","PZ",1660,176,168,1437.93,1
"255",2021-08-01,"",55,"L","PZ",971,176,104,1135,1
"256",2021-08-01,"",55,"L","PZ",971,176,104,1120.34,1
"257",2021-08-01,"",55,"ZF","PZ",1800,176,142,2068.12,1
"258",2021-08-01,"",56,"F","PZ",1300,176,137,1424.89,1
"259",2021-08-01,"",56,"F","PZ",1400,176,136,1390.37,1
"260",2021-08-01,"",56,"F","PZ",1300,176,176,1333.66,1
"261",2021-08-01,"",56,"L","PZ",971,176,186,1164.91,1
"262",2021-08-01,"",56,"ZF","PZ",1820,176,168,2257.93,1
"263",2021-08-01,"",57,"ZF","PZ",1650,176,176,1508.16,1
"264",2021-08-01,"",58,"F","PZ",1100,176,168,1061.9,1
"265",2021-08-01,"",58,"L","PZ",971,176,96,877.52,1
"266",2021-08-01,"",58,"ZF","PZ",1450,176,112,1506.27,1
"267",2021-08-01,"",59,"F","PZ",1350,176,81,1393.05,1
"268",2021-08-01,"",59,"L","PZ",971,176,96,1086.92,1
"269",2021-08-01,"",59,"L","PZ",971,176,96,898.6,1
"270",2021-08-01,"",59,"ZF","PZ",1750,176,137,1622.8,1
"271",2021-08-01,"",61,"F","PZ",1300,176,176,1933.45,1
"272",2021-08-01,"",61,"F","PZ",1400,176,176,1567.59,1
"273",2021-08-01,"",61,"F","PZ",1400,176,124,1690.3,1
"274",2021-08-01,"",61,"L","PZ",971,176,120,634.25,1
"275",2021-08-01,"",61,"L","PZ",971,176,103.5,584.33,1
"276",2021-08-01,"",61,"L","PZ",971,176,172,1582.47,1
"277",2021-08-01,"",61,"ZF","PZ",1980,176,109,2525.18,1
"278",2021-08-01,"",62,"F","PZ",1350,176,136.5,1826.46,1
"279",2021-08-01,"",62,"L","PZ",971,176,104,1209.23,1
"280",2021-08-01,"",62,"L","PZ",1027,176,168,1141,1
"281",2021-08-01,"",62,"ZF","PZ",1850,176,144,2688.87,1
"282",2021-08-01,"",63,"F","PZ",1325,176,173,1264.32,1
"283",2021-08-01,"",63,"L","PZ",971,176,160,813.05,1
"284",2021-08-01,"",63,"L","PZ",971,176,0,0,1
"285",2021-08-01,"",63,"L","PZ",971,176,160,1020.54,1
"286",2021-08-01,"",63,"ZF","PZ",1680,176,112,1853.24,1
"287",2021-08-01,"",64,"F","PZ",1300,176,114,2128.43,1
"288",2021-08-01,"",64,"F","PZ",1200,176,160,1173.76,1
"289",2021-08-01,"",64,"F","PZ",1300,176,176,1388.27,1
"290",2021-08-01,"",64,"L","PZ",971,176,159,1513.71,1
"291",2021-08-01,"",64,"L","PZ",971,176,104,911.05,1
"292",2021-08-01,"",64,"ZF","PZ",200,22,10.5,146.17,0.13
"293",2021-08-01,"",65,"F","PZ",1300,176,0,576.53,1
"294",2021-08-01,"",65,"ZF","PZ",1820,176,140,2131.96,1
"295",2021-08-01,"",66,"F","PZ",1350,176,152,1381.24,1
"296",2021-08-01,"",66,"L","PZ",971,176,128,1406.97,1
"297",2021-08-01,"",66,"L","PZ",971,176,152,952.61,1
"298",2021-08-01,"",66,"L","PZ",971,176,120.5,1098.78,1
"299",2021-08-01,"",66,"L","PZ",243,44,44,224.47,0.25
"300",2021-08-01,"",66,"L","PZ",971,176,136,1281.97,1
"301",2021-08-01,"",66,"ZF","PZ",151,22,22,146.72,0.13
"302",2021-08-01,"",67,"F","PZ",1100,176,176,1008.19,1
"303",2021-08-01,"",67,"F","PZ",1220,176,172,1162.75,1
"304",2021-08-01,"",67,"F","PZ",1100,176,120,1377.39,1
"305",2021-08-01,"",67,"F","PZ",1230,176,0,0,1
"306",2021-08-01,"",67,"F","PZ",1100,176,120,1321.82,1
"307",2021-08-01,"",67,"L","PZ",1100,176,136,1072.12,1
"308",2021-08-01,"",67,"L","PZ",971,176,128,1173.52,1
"309",2021-08-01,"",67,"L","PZ",971,176,148,1048.63,1
"310",2021-08-01,"",67,"L","PZ",971,176,112,1046.99,1
"311",2021-08-01,"",67,"ZF","PZ",1730,176,120,1832.44,1
"312",2021-08-01,"",68,"L","PZ",971,176,172,809.58,1
"313",2021-08-01,"",68,"ZF","PZ",1720,176,136,1729.88,1
"314",2021-08-01,"",69,"F","PZ",1087,176,128,1123.45,1
"315",2021-08-01,"",69,"F","PZ",1100,176,168,1242.4,1
"316",2021-08-01,"",69,"L","PZ",971,176,144,1149.65,1
"317",2021-08-01,"",69,"L","PZ",971,176,136,1019.89,1
"318",2021-08-01,"",69,"ZF","PZ",1800,176,128,1721.62,1
"319",2021-08-01,"",70,"F","PZ",1430,176,96,1536.42,1
"320",2021-08-01,"",70,"F","PZ",1254,176,124,1348.18,1
"321",2021-08-01,"",70,"L","PZ",971,176,176,982.32,1
"322",2021-08-01,"",70,"L","PZ",1027,176,168,1110.05,1
"323",2021-08-01,"",70,"L","PZ",978,176,92,1130.12,1
"324",2021-08-01,"",70,"ZF","PZ",1800,176,176,1854.99,1
"325",2021-08-01,"",71,"F","PZ",1241,176,109,1480.18,1
"326",2021-08-01,"",71,"F","PZ",1321,176,200,1460.51,1
"327",2021-08-01,"",71,"F","PZ",1301,176,184,1515.7,1
"328",2021-08-01,"",71,"F","PZ",136,22,12,104.13,0.13
"329",2021-08-01,"",71,"F","PZ",1180,176,190.5,1511.15,1
"330",2021-08-01,"",71,"L","PZ",971,176,136,1194.18,1
"331",2021-08-01,"",71,"L","PZ",971,176,136,1071.16,1
"332",2021-08-01,"",71,"L","PZ",971,176,112,1011.92,1
"333",2021-08-01,"",71,"ZF","PZ",2121,176,120,2173.79,1
"334",2021-08-01,"",72,"F","PZ",1300,176,176,2041.92,1
"335",2021-08-01,"",72,"F","PZ",1300,176,128.5,1873.85,1
"336",2021-08-01,"",72,"F","PZ",1300,176,164,1365.06,1
"337",2021-08-01,"",72,"F","PZ",1300,176,108,2509.24,1
"338",2021-08-01,"",72,"L","PZ",971,176,95.5,1495.69,1
"339",2021-08-01,"",72,"L","PZ",486,88,0,1.3,0.5
"340",2021-08-01,"",72,"L","PZ",971,176,179,1066.9,1
"341",2021-08-01,"",72,"ZF","PZ",1800,176,165,3374.97,1
"342",2021-08-01,"",73,"F","PZ",1150,176,120,1284.51,1
"343",2021-08-01,"",73,"F","PZ",1087,176,176,1149.59,1
"344",2021-08-01,"",73,"F","PZ",1350,176,116,1378.96,1
"345",2021-08-01,"",73,"L","PZ",971,176,176,1107.85,1
"346",2021-08-01,"",73,"L","PZ",971,176,105,1100.98,1
"347",2021-08-01,"",73,"ZF","PZ",1700,176,176,1900.08,1
"348",2021-08-01,"",74,"F","PZ",1300,176,177,1160.65,1
"349",2021-08-01,"",74,"F","PZ",1250,176,152,1328.3,1
"350",2021-08-01,"",74,"F","PZ",1300,176,168,1487.35,1
"351",2021-08-01,"",74,"L","PZ",971,176,161,903.72,1
"352",2021-08-01,"",74,"L","PZ",971,176,128,940.27,1
"353",2021-08-01,"",74,"L","PZ",971,176,138,1072.41,1
"354",2021-08-01,"",74,"ZF","PZ",1700,176,144,1724.92,1
"355",2021-08-01,"",76,"F","PZ",1087,176,176,1124.53,1
"356",2021-08-01,"",76,"F","PZ",600,88,88,549.49,0.5
"357",2021-08-01,"",76,"F","PZ",1087,176,136,1273.4,1
"358",2021-08-01,"",76,"L","PZ",971,176,172,1006.17,1
"359",2021-08-01,"",76,"L","PZ",971,176,92,1269.67,1
"360",2021-08-01,"",76,"ZF","PZ",1640,176,160,1653.61,1
"361",2021-08-01,"",77,"F","PZ",1500,176,120,1619.47,1
"362",2021-08-01,"",77,"F","PZ",1250,176,179.5,1142.68,1
"363",2021-08-01,"",77,"F","PZ",1300,176,144,1481.22,1
"364",2021-08-01,"",77,"L","PZ",971,176,144,1117.98,1
"365",2021-08-01,"",77,"L","PZ",971,176,120,1197.24,1
"366",2021-08-01,"",77,"L","PZ",971,176,166.5,938.53,1
"367",2021-08-01,"",77,"ZF","PZ",1800,176,108,2052.56,1
"368",2021-08-01,"",78,"F","PZ",1254,176,136,1069.61,1
"369",2021-08-01,"",78,"F","PZ",1300,176,144,1043.63,1
"370",2021-08-01,"",78,"F","PZ",1200,176,172,1034.65,1
"371",2021-08-01,"",78,"ZF","PZ",1810,176,96,1832.25,1
"372",2021-08-01,"",79,"F","PZ",1350,176,178,1502.04,1
"373",2021-08-01,"",79,"L","PZ",971,176,168,1130.89,1
"374",2021-08-01,"",79,"ZF","PZ",200,22,22,442.97,0.13
"375",2021-08-01,"",80,"F","PZ",1350,176,136,1497.07,1
"376",2021-08-01,"",80,"F","PZ",1300,176,144,1422.45,1
"377",2021-08-01,"",80,"L","PZ",971,176,120,1114.45,1
"378",2021-08-01,"",80,"L","PZ",971,176,134,1816.64,1
"379",2021-08-01,"",80,"L","PZ",971,176,136,1405.68,1
"380",2021-08-01,"",80,"ZF","PZ",1800,176,128,2098.32,1
"381",2021-08-01,"",81,"F","PZ",1190,176,152,1190.43,1
"382",2021-08-01,"",81,"L","PZ",971,176,112,897.85,1
"383",2021-08-01,"",81,"ZF","PZ",300,22,15,265.69,0.13
"384",2021-08-01,"",82,"F","PZ",1400,176,162,2162.97,1
"385",2021-08-01,"",82,"F","PZ",1400,176,96,1680.46,1
"386",2021-08-01,"",82,"F","PZ",1660,176,100,2691.74,1
"387",2021-08-01,"",82,"F","PZ",1400,176,158.5,1449.87,1
"388",2021-08-01,"",82,"L","PZ",971,176,172.5,934.54,1
"389",2021-08-01,"",82,"L","PZ",971,176,176,1137.38,1
"390",2021-08-01,"",82,"L","PZ",971,176,6.5,43.01,1
"391",2021-08-01,"",82,"L","PZ",971,176,189.5,1043.72,1
"392",2021-08-01,"",82,"ZF","PZ",301,22,0,109.7,0.13
"393",2021-08-01,"",83,"F","PZ",1300,176,120,1236.73,1
"394",2021-08-01,"",83,"ZF","PZ",1700,176,141,1760.69,1
"395",2021-08-01,"",84,"F","PZ",1381,176,80,1668.16,1
"396",2021-08-01,"",84,"F","PZ",1300,176,136,1639.77,1
"397",2021-08-01,"",84,"L","PZ",990,176,156,1033.74,1
"398",2021-08-01,"",84,"L","PZ",500,88,84,615.37,0.5
"399",2021-08-01,"",84,"L","PZ",990,176,112,1027.87,1
