id,mesto,regional,region_code,typ,fte,fte_F,fte_L,fte_ZF,trzby,bloky,naklady,hodnota_bloku,podiel_rx,trzby_per_blok,trzby_cv,bloky_cv,bloky_trend,kpi_mean,kpi_std,contract_ZF,contract_F,contract_L,high_rx_complexity,is_shopping,is_poliklinika,is_street
258,Bytča ,RR9_Andrej Jakubík,RR9,C - street +,3.529094827586207,1.88,0.88,0.86,1256894.62,53373,80350.26,23.54925936334851,0.6862751628294821,23.54925936334851,0.1084326503808638,0.0959295479467391,0.2073628850488354,8.088700288744594,1.2559488781145658,1.0,2.73333333333333,1.0,0,0,0,1
259,Bytča,RR9_Andrej Jakubík,RR9,E - poliklinika,2.6160201149425286,0.89,0.88,0.85,580461.8200000001,33000,48504.0,17.589752121212122,0.6647694933665059,17.589752121212122,0.0953380090680067,0.0904558619448199,0.1125,10.097715977525365,1.286390102474246,1.0,1.0,1.0,0,0,1,0
261,Prešov,RR3_Jana Majernikova,RR3,C - street +,2.3151340996168583,1.46,,0.71,653959.5,38000,52915.59,17.20946052631579,0.5932084326322961,17.20946052631579,0.1634679004567885,0.1490653023565788,0.0141521354561536,10.046771235922163,1.7307731652784857,1.0,1.79333333333333,,0,0,0,1
262,Michalovce,RR1_Beata Kubanova,RR1,E - poliklinika,2.523227969348659,0.92,3.08,0.86,1269671.63,30704,43191.87,41.35199420270974,0.8833504612527258,41.35199420270974,0.146218865843504,0.1081373099418003,0.3529411764705882,4.381670830284459,0.6692158949909637,1.0,1.08333333333333,3.75,1,0,1,0
263,Dunajská Streda ,RR14_Zsolt Balogh,RR14,C - street +,2.6079980842911876,0.84,0.83,0.84,1639331.34,47441,61772.4,34.555159882801796,0.8004380188327271,34.555159882801796,0.0925607205804903,0.0854214435354433,0.0638509316770186,5.048030433047908,0.3861924668560725,1.0,1.0,1.0,1,0,0,1
264,Prievidza,RR10_Mário Mantuano,RR10,D - street,2.0123323754789273,0.79,0.66,0.22,337548.86,21186,42565.57,15.932637590861887,0.5468158002370382,15.932637590861887,0.1669970669733833,0.1142415813435933,0.1336689038031319,15.90910190892435,3.70010888309794,0.25,1.0,1.0,0,0,0,1
265,"Starý Smokovec, Vysoké Tatry",RR7_Ivana Iľanovská,RR7,D - street,3.726293103448276,0.91,1.78,0.86,479768.42,33198,67705.78,14.451726610036747,0.4929429911205911,14.451726610036747,0.2463376721721591,0.4349061090606416,0.2123867952088811,17.004953435150977,1.698774920940579,1.0,1.0,2.0,0,0,0,1
267,Levoča,RR3_Jana Majernikova,RR3,C - street +,4.412835249042146,1.7,1.77,0.88,1331400.3,91665,83059.7,14.524630993290788,0.4986511194266668,14.524630993290788,0.0924479834374124,0.0803625870102544,0.2458077138065958,8.060899620600283,0.7256192732757607,1.0,2.08333333333333,2.0,0,0,0,1
270,Nováky ,RR10_Mário Mantuano,RR10,D - street,4.061302681992338,1.77,1.75,0.84,977581.32,54958,80668.59,17.787789220859565,0.5495607260580633,17.787789220859565,0.1065056776879009,0.0998756961165274,0.3169811320754717,10.749919490466484,1.4487812583759754,1.0,2.0,2.0,0,0,0,1
271,Žilina,RR8_Katarína Kuchtová,RR8,C - street +,3.143199233716475,1.44,0.53,0.78,795743.71,44578,68914.36,17.850592444703665,0.6056787806717316,17.850592444703665,0.1623995528046295,0.1551163273854718,-0.1555345763511919,10.894684471064258,3.298857312381728,1.08333333333333,2.0,0.666666666666667,0,0,0,1
272,Dunajská Streda,RR14_Zsolt Balogh,RR14,C - street +,3.3941570881226055,0.85,1.69,0.86,1326779.86,46044,73369.86,28.81547780383981,0.7719965918083802,28.81547780383981,0.0739541170568229,0.0715861369534735,-0.0272282988131254,7.164937316809898,0.6796653620202162,1.0,1.0,2.0,1,0,0,1
273,Ružomberok,RR6_Jaroslav Vigh,RR6,C - street +,3.0682471264367814,0.49,1.68,0.92,1241637.0,51594,65494.15,24.06553087568322,0.653493702265638,24.06553087568322,0.0936717467369643,0.0956078402921126,0.0911589555657352,7.266703271407599,1.0370951620410258,1.0,0.666666666666667,2.0,0,0,0,1
274,Ružomberok,RR6_Jaroslav Vigh,RR6,C - street +,1.893199233716475,1.2,0.55,0.08,603625.95,29305,42347.49,20.598053233236648,0.6695686625135981,20.598053233236648,0.1475738789565596,0.1306582556192989,-0.1075561606535057,8.388548791521067,1.23933639148509,0.213333333333333,1.5,1.33333333333333,0,0,0,1
275,Ružomberok,RR6_Jaroslav Vigh,RR6,C - street +,2.508860153256705,0.88,0.74,0.89,1089791.95,56724,75953.51,19.21218443692264,0.6429192654616324,19.21218443692264,0.1245800810088513,0.1454022960097154,-0.0138864780420065,8.763697977174425,1.1385765707652504,1.0,1.08333333333333,1.0,0,0,0,1
277,Nováky ,RR10_Mário Mantuano,RR10,E - poliklinika,3.1400862068965516,0.85,1.67,0.85,684125.52,25811,64803.74,26.50519235984658,0.7837168097456736,26.50519235984658,0.1272776720579742,0.119099474464109,-0.1332223147377185,10.82930933943969,1.7484782612186782,1.0,1.0,2.0,1,0,1,0
278,Nováky ,RR10_Mário Mantuano,RR10,C - street +,1.910919540229885,,0.83,0.77,469150.36,19123,37893.0,24.53330335198452,0.7212902277214495,24.53330335198452,0.1607065856212203,0.1410159187103664,-0.1853325753268903,9.780863206269103,2.517111205436043,1.0,,1.0,1,0,0,1
279,Michalovce,RR1_Beata Kubanova,RR1,E - poliklinika,2.4293582375478926,0.67,0.81,0.84,559698.31,29477,55520.58,18.987627981137837,0.7558383015306942,18.987627981137837,0.1063893474015329,0.0965416293390011,0.056469708302169,11.690761584999793,1.195163719684441,1.0,0.833333333333333,1.0,1,0,1,0
280,Fiľakovo,RR5_Juraj Hvorecky,RR5,C - street +,2.078065134099617,,0.86,0.11,711704.3099999999,41684,40733.89,17.07380073889262,0.6787217573545397,17.07380073889262,0.1117521797957102,0.0826434052457942,0.0291486291486291,6.403775018909428,0.7747154573518299,0.13,,1.0,0,0,0,1
281,Kanianka,RR10_Mário Mantuano,RR10,D - street,2.1379310344827585,1.39,0.9,0.38,612589.38,27873,48152.35,21.97787751587558,0.686572284357917,21.97787751587558,0.1075835064269969,0.1070382792750968,0.1783585511233379,9.85364345836643,1.6728640648766038,0.4925,1.58333333333333,1.0,0,0,0,1
282,Veľké Kapušany,RR1_Beata Kubanova,RR1,D - street,1.8457854406130267,,0.85,0.84,421425.35,20560,36410.91,20.49734192607004,0.7023535959571487,20.49734192607004,0.1491918360877892,0.1466235332726174,0.3259408602150537,10.963814164564274,2.0279663141561373,1.0,,1.0,1,0,0,1
285,Bratislava,RR13_Slavomír Bodnár,RR13,D - street,1.730603448275862,0.82,,0.9,360058.17,20016,43351.04,17.988517685851317,0.4404123367065938,17.988517685851317,0.166277526172166,0.118896463890895,-0.0719232818327117,14.778950677529568,2.82089865829844,1.0,1.0,,0,0,0,1
291,"Košice, Tesco",RR3_Jana Majernikova,RR3,B - shopping,4.742576628352491,1.87,1.93,0.8,1316340.19,95304,104928.15,13.81201408125577,0.4224952517783416,13.81201408125577,0.0991325253925685,0.0724900326111325,0.135552155062484,10.067166361966592,2.7246601787935996,1.08333333333333,2.16666666666667,2.45833333333333,0,1,0,0
292,"Prešov, Tesco",RR3_Jana Majernikova,RR3,B - shopping,4.448218390804598,1.92,1.7,0.86,1507386.54,96309,89984.69,15.651564651278695,0.4926203268340183,15.651564651278695,0.1140375143510328,0.0898122977760419,0.1472964574269732,7.622211698898645,1.167575999576436,1.0,2.33333333333333,2.0,0,1,0,0
293,"Banská Bystrica, Tesco",RR6_Jaroslav Vigh,RR6,B - shopping,4.01867816091954,1.0,1.73,1.02,947508.98,68140,92207.44,13.905326973877312,0.3639291735261443,13.905326973877312,0.3771051737992941,0.4176583456930879,1.8093628088426528,12.744771872163485,3.4143092049602504,1.0,1.16666666666667,2.0,0,1,0,0
294,"Zvolen, Tesco",RR5_Juraj Hvorecky,RR5,B - shopping,3.584770114942529,0.82,1.64,0.07,1027422.35,73931,90606.31,13.897043865225683,0.3915494830339247,13.897043865225683,0.1038491339434291,0.08396898134298,0.1177446102819237,10.122981171577823,1.1794570257889334,0.159166666666667,1.0,2.0,0,1,0,0
295,"Trenčín, Tesco",RR9_Andrej Jakubík,RR9,B - shopping,4.351532567049809,1.76,1.73,0.83,1246465.45,82400,94888.94,15.127007888349514,0.405808552495378,15.127007888349514,0.1154721542333847,0.0866997975788488,0.2482887367766023,9.736273388091588,1.0146907273990575,1.0,2.0,2.0,0,1,0,0
296,"Piešťany, Tesco",RR12_Alena Romanová,RR12,B - shopping,4.774904214559387,2.4,2.28,0.11,1300885.87,92254,104489.46,14.10113241702257,0.4241505598027597,14.10113241702257,0.0905776326322788,0.0750582740579159,0.1645603656897015,10.273927882685175,0.7360715081864934,0.13,3.0,3.0,0,1,0,0
297,"Trnava, Tesco",RR12_Alena Romanová,RR12,B - shopping,4.325191570881226,0.72,2.54,0.9,1524280.2,104604,96171.56,14.571911207984398,0.425196581310969,14.571911207984398,0.06819132969115,0.0653524447749594,0.0649018924880993,7.9321777560511775,0.6913079741290695,1.0,1.08333333333333,2.91666666666667,0,1,0,0
298,"Dunajská Streda, Tesco",RR14_Zsolt Balogh,RR14,B - shopping,3.9657567049808433,0.92,1.81,0.84,1486094.75,106467,86133.28,13.958266411188443,0.3621318156194281,13.958266411188443,0.0862891916072937,0.0674698945548308,0.1684583579444772,7.664805132605038,0.7840090581448488,0.9275,1.08333333333333,2.0,0,1,0,0
299,"Senec, Tesco",RR13_Slavomír Bodnár,RR13,B - shopping,4.896312260536398,1.54,2.17,0.83,1295245.0,97104,104711.67,13.338739907727795,0.3436489930476473,13.338739907727795,0.0829707620644754,0.0669367299122533,0.2867569002123142,10.08569449982574,0.8203095106859604,1.0,1.91666666666667,2.5,0,1,0,0
300,"Bratislava, Tesco",RR15_Miroslava Kolesárová,RR15,B - shopping,4.815852490421456,1.89,1.71,0.88,1970221.14,125934,100617.92,15.644870646529135,0.4118942861408948,15.644870646529132,0.0980539091121683,0.0856599491715984,0.2281831187410586,6.648818107985796,0.5479533845725958,1.0,2.095,2.25,0,1,0,0
301,"Bratislava, Tesco",RR16_Robert Kardoš,RR16,B - shopping,5.573275862068966,1.3,2.84,0.81,1243669.92,81961,104061.49,15.17392320737912,0.3520075085517868,15.17392320737912,0.1247086661998774,0.0810179096405422,0.021067415730337,10.1801808167899,1.9646813868914297,1.0,1.5,3.54166666666667,0,1,0,0
305,Lučenec,RR4_Radovan Kalmar,RR4,C - street +,2.484913793103448,0.85,0.74,0.85,898196.54,24201,58590.83,37.11402586669973,0.8668247708903443,37.11402586669973,0.1575766516225061,0.1191390875697346,-0.0148926850635129,7.848699276427084,1.8221779040854589,1.0,1.0,1.0,1,0,0,1
306,Lučenec,RR4_Radovan Kalmar,RR4,D - street,1.198515325670498,,0.25,0.82,289648.3,13765,35334.5,21.042375590265163,0.7524243366869406,21.042375590265163,0.1468379363486607,0.1940012300878297,-0.0673076923076923,14.359080242692846,2.878507678419259,1.0,,0.416666666666667,1,0,0,1
307,"Kaufland, Trnava",RR12_Alena Romanová,RR12,B - shopping,4.8742816091954015,1.41,2.6,0.78,1367388.86,96484,103357.2,14.172182538037395,0.4271653127260375,14.172182538037395,0.1082994808011478,0.0811547546988669,0.204461977962182,9.54775004252584,1.003781738722537,1.0,1.75,3.0,0,1,0,0
308,"Považská Bystrica, Kaufland",RR9_Andrej Jakubík,RR9,B - shopping,4.409961685823755,1.89,1.54,0.75,1357083.97,86230,93409.28,15.737956279717036,0.4907709505993207,15.737956279717036,0.112646282718349,0.1156255006018999,0.292743953294412,8.687747266240878,1.0594308893124833,1.0,2.16666666666667,1.91666666666667,0,1,0,0
311,Kúty,RR16_Robert Kardoš,RR16,D - street,1.7890325670498084,,0.83,0.84,351078.24,16076,37668.74,21.838656382184624,0.7166222264302111,21.838656382184624,0.1018252214358304,0.1019864030094864,0.0676056338028169,13.294222237550043,1.877451084227758,1.0,,1.0,1,0,0,1
312,"Bratislava, Betliarska",RR15_Miroslava Kolesárová,RR15,E - poliklinika,3.01772030651341,2.24,0.27,0.49,868788.54,33610,61009.77,25.84910859863136,0.6688416608257748,25.84910859863136,0.1300078902151783,0.1157496439357071,-0.0541969596827495,8.377955497614975,1.3564854757475044,0.594166666666667,2.66666666666667,0.416666666666667,0,0,1,0
313,"Košice, KVP",RR4_Radovan Kalmar,RR4,E - poliklinika,3.194803639846743,0.86,1.59,0.84,1011263.09,38152,65560.59,26.50616193122248,0.7161328116899828,26.50616193122248,0.1255315304345919,0.1162987772153909,-0.0585677007828356,8.543494212598947,1.2405741519715627,1.0,1.0,1.88,1,0,1,0
316,Námestovo,RR8_Katarína Kuchtová,RR8,C - street +,2.550287356321839,2.68,,0.08,713014.73,32092,53333.48,22.217834039636045,0.6634943432374812,22.217834039636045,0.0999985757529551,0.1045838763973828,0.0452534875808098,9.72032209464742,1.422179884927296,0.25,3.0,,0,0,0,1
317,Malacky  ,RR16_Robert Kardoš,RR16,C - street +,2.4309147509578546,0.8,0.8,0.77,748242.6,28331,50633.94,26.410737354840983,0.746650631760341,26.410737354840983,0.1599449114305156,0.0833134449654362,0.4732980024459845,8.654586671347602,1.8993575247231875,1.0,1.08333333333333,1.08333333333333,1,0,0,1
319,Modra,RR13_Slavomír Bodnár,RR13,B - shopping,2.391522988505747,0.91,0.89,0.63,836339.64,47716,55398.69,17.527446558806272,0.4755313762241378,17.527446558806272,0.1107607598043339,0.0877088053874006,0.182091182091182,9.013163572264476,1.4072007095005274,0.75,1.4375,1.0,0,1,0,0
320,Modra,RR13_Slavomír Bodnár,RR13,C - street +,2.709291187739464,0.84,1.09,0.84,756741.96,39820,58392.52,19.00406730286288,0.5821041032269442,19.00406730286288,0.1191435664594308,0.1044646273930502,0.0581270182992465,10.628904956949713,1.884527107339416,1.0,1.0,1.33333333333333,0,0,0,1
331,Hanušovce nad Topľou,RR2_Silvia Mastikova,RR2,D - street,2.391283524904215,0.89,0.82,0.74,599693.37,27521,44143.9,21.79039170088296,0.7069450342597584,21.79039170088296,0.1090067421856865,0.1092481631773684,0.1109147149801148,9.121821960287358,1.8277585177307785,0.949166666666667,1.0,1.0,1,0,0,1
332,Martin,RR8_Katarína Kuchtová,RR8,C - street +,3.03544061302682,1.42,0.88,0.85,788031.2000000001,34321,61300.56,22.960613035750708,0.7339053580619649,22.960613035750708,0.0712875993614569,0.0768844844600528,0.0413279132791327,9.35775518116605,1.3196532473566287,1.0,1.815,1.0,1,0,0,1
333,Krupina ,RR5_Juraj Hvorecky,RR5,D - street,1.6415229885057472,0.08,0.18,0.8,435434.82,28002,41937.32,15.55013284765374,0.4651464253593684,15.55013284765374,0.1225689677046496,0.0964518071782149,0.2776717557251908,11.507418146512608,1.778541324154844,1.0,0.0833333333333333,0.75,0,0,0,1
336,Turčianske Teplice,RR8_Katarína Kuchtová,RR8,E - poliklinika,2.561661877394636,0.71,0.96,0.83,808531.57,28814,48112.06,28.060372388422294,0.7278554874486843,28.060372388422294,0.1237003626597331,0.1155147063506075,0.4931573802541544,7.6728594871918,0.8892018588858525,1.0,0.916666666666667,1.0,1,0,1,0
338,Veľký Meder,RR14_Zsolt Balogh,RR14,D - street,1.447557471264368,0.86,0.22,0.21,408536.79,19069,35429.41,21.424132885835647,0.6494405314145638,21.424132885835647,0.1074695248069478,0.0914926338701822,0.1658799730276466,11.480203898611975,3.1225343603639817,0.25,1.0,0.333333333333333,0,0,0,1
340,Moldava nad Bodvou,RR4_Radovan Kalmar,RR4,C - street +,2.5028735632183907,0.87,1.17,0.66,935881.2,46017,54407.65,20.337727361627227,0.5939810950364213,20.337727361627223,0.1222824416426771,0.0939591229666159,0.4090492204218893,8.095691258766454,1.1928286334985667,1.0,1.0,1.41666666666667,0,0,0,1
427,Holíč,RR16_Robert Kardoš,RR16,E - poliklinika,2.9504310344827585,0.89,1.56,0.2,961349.92,37902,56537.3,25.364094770724503,0.7660909151581351,25.364094770724503,0.0857741306570225,0.0847156747272995,0.08469356328919,7.58953483331615,1.0635653599300614,0.605833333333333,1.20833333333333,2.0,1,0,1,0
451,Nemšová,RR9_Andrej Jakubík,RR9,E - poliklinika,1.8206417624521072,,0.85,0.84,646204.26,30234,42500.28,21.37342925183568,0.6800354271883011,21.37342925183568,0.0988988454286291,0.0920995683403763,0.2230422304223042,8.228991938292724,1.2423413756381456,1.0,,1.0,0,0,1,0
453,"Nové Mesto nV, Laurus",RR12_Alena Romanová,RR12,C - street +,3.3047174329501914,0.97,1.7,0.73,1341074.47,36958,70683.21,36.28644596569078,0.8473243249496801,36.28644596569078,0.0963068921251282,0.1152041266144097,0.0665274463007159,6.592726558430672,1.228523437639215,1.0,1.20833333333333,2.0,1,0,0,1
456,"Trenčín, OZETA",RR9_Andrej Jakubík,RR9,E - poliklinika,1.9183429118773947,,0.86,0.86,441583.35,24535,36076.48,17.998098634603625,0.623088076124247,17.998098634603625,0.1139930292488201,0.1013015215916866,0.1148523985239852,10.38066102662308,2.01187766023623,1.0,,1.0,0,0,1,0
457,"Tornaľa, poliklinika",RR4_Radovan Kalmar,RR4,E - poliklinika,3.1721743295019156,0.69,1.68,0.78,942153.04,40441,65089.62,23.29697683044435,0.7641004055986488,23.29697683044435,0.1088431013473562,0.0899067936301814,0.0437893531768746,9.278631760148553,1.3672005192404295,1.0,1.0,2.0,1,0,1,0
459,"Ban. Bystrica, Biopharma",RR6_Jaroslav Vigh,RR6,C - street +,3.2036637931034484,0.85,1.69,0.8,1328007.95,54235,70008.57,24.486179588826403,0.5306841800156392,24.486179588826403,0.0965181102862703,0.478953817909949,-0.2317478958700332,7.086352334681769,1.006272130425846,1.0,1.0,2.0,0,0,0,1
461,"Topoľčany, Na Korze",RR10_Mário Mantuano,RR10,D - street,4.134219348659004,2.13,1.44,0.86,1184607.28,66131,83812.52,17.913040480258882,0.5886753540802147,17.913040480258882,0.0993345145596578,0.0846763305498028,-0.0211734281558105,9.427297558431336,1.1370551743316986,1.0,3.0,2.0,0,0,0,1
462,"Bytča, poliklinika",RR9_Andrej Jakubík,RR9,E - poliklinika,2.96970785440613,1.34,0.61,0.88,1092045.8,33200,72194.27,32.89294578313253,0.8171877131893186,32.89294578313253,0.2053222390421046,0.2011538457511067,0.1264744429882044,8.672807886895773,2.084014247286625,1.0,1.71333333333333,1.10666666666667,1,0,1,0
464,"Žilina, Magnólia",RR8_Katarína Kuchtová,RR8,C - street +,2.9954501915708813,1.66,0.82,0.86,1212481.74,40170,67182.09,30.183762509335324,0.8355106444737057,30.183762509335324,0.1448692777512913,0.137436437091738,0.1246628708420737,7.5883809231132915,2.1869220198040673,1.0,2.75,1.0,1,0,0,1
465,"Topoľčany, Jednota",RR10_Mário Mantuano,RR10,C - street +,2.840636973180077,1.0,0.77,0.85,628511.61,41228,56888.09,15.244775637915978,0.5619957441995383,15.244775637915978,0.1207975465556212,0.1003891811808512,0.0528301886792452,11.184054907487631,1.7450348378238183,1.0,1.16666666666667,1.0,0,0,0,1
466,"Dubnica nV, poliklinika",RR9_Andrej Jakubík,RR9,E - poliklinika,3.2171934865900385,1.74,0.82,0.79,1040782.32,39617,65864.5,26.271103819067573,0.7471687355334783,26.27110381906757,0.1020419191320517,0.1045843626773379,0.0928507861168792,7.850355657302562,1.158141895700621,1.0,2.0,1.0,1,0,1,0
467,Bánovce nad Bebravou,RR10_Mário Mantuano,RR10,C - street +,3.664511494252874,1.04,1.72,0.81,1334212.54,53316,79977.27,25.02461812589091,0.7355703837111289,25.02461812589091,0.080893265685758,0.076281114497948,0.0960940967598757,7.306425501837679,0.7706684582701092,1.0,1.16666666666667,2.0,1,0,0,1
469,"Trenčín, OC Južanka",RR9_Andrej Jakubík,RR9,B - shopping,3.644875478927203,1.13,1.63,0.82,1019497.21,62363,76983.94,16.347789715055402,0.5782236814556854,16.347789715055402,0.0947852568390009,0.0737360813407266,0.1068122917437986,9.32902309973081,1.100128863264998,1.0,1.58333333333333,2.08333333333333,0,1,0,0
470,"Veľký Krtíš, poliklinika",RR5_Juraj Hvorecky,RR5,E - poliklinika,3.411877394636015,1.84,0.95,0.91,1356259.81,54715,81288.89,24.7877147034634,0.7754250345293355,24.7877147034634,0.1085629018881431,0.0924750579189724,-0.1588482074752097,7.206294789634339,1.337709065272087,1.0,2.54166666666667,1.83333333333333,1,0,1,0
471,Snina,RR2_Silvia Mastikova,RR2,C - street +,2.282327586206897,0.79,0.74,0.63,728647.58,32778,47727.27,22.22977545914943,0.7866948381273703,22.22977545914943,0.084839978363736,0.0759617571716776,0.0688089416695773,8.485743526623319,1.6310489489672446,1.0,1.0,1.0,1,0,0,1
474,"Martin, Imelo",RR8_Katarína Kuchtová,RR8,C - street +,3.954022988505747,1.67,1.51,0.79,1317744.42,51064,78815.37,25.80574220585931,0.7497650416914685,25.80574220585931,0.1064556682363942,0.1265918586932289,0.0467974983825749,7.421304386296619,1.2652880355092997,1.0,2.08333333333333,2.0,1,0,0,1
501,"Nové Mesto nV, nemocnica",RR12_Alena Romanová,RR12,E - poliklinika,3.765565134099617,1.39,1.63,0.75,1900673.47,52026,83152.99,36.53314631145965,0.8277762039788981,36.53314631145965,0.127001631316484,0.0964012164372624,0.1359468133883539,5.605819708541172,1.0454111774003387,1.0,1.66666666666667,2.0,1,0,1,0
502,"Pov. Bystrica, poliklinika 1",RR9_Andrej Jakubík,RR9,E - poliklinika,2.8414750957854404,2.03,,0.81,1182587.02,33042,72999.88,35.79041886084377,0.8300221746049606,35.79041886084377,0.1151745230438862,0.0917964974060359,-0.0847980265186555,7.0567377738533414,0.8785296198871475,1.0,2.75,,1,0,1,0
504,"Trenčín, Špitálska",RR9_Andrej Jakubík,RR9,E - poliklinika,3.21036877394636,1.74,0.71,0.77,1186668.38,49274,72305.11,24.083053537362503,0.7349660062569461,24.083053537362503,0.0771423739619657,0.0987284856255082,0.0786814244465832,7.222528809858896,1.1137683349156051,1.0,2.31333333333333,1.39583333333333,1,0,1,0
505,"Stará Turá, poliklinika",RR12_Alena Romanová,RR12,E - poliklinika,3.21036877394636,1.57,0.82,0.83,1285406.85,48717,75973.04,26.385180737730156,0.7856323777954037,26.385180737730156,0.1021401358058202,0.0900549070856454,0.0298979095770539,7.369582757808492,1.5650171645484836,1.0,2.0,1.0,1,0,1,0
506,"Myjava, Staromyjavská",RR12_Alena Romanová,RR12,C - street +,1.8575191570881229,,0.84,0.86,823170.43,28111,44771.18,29.282858311692937,0.7827179117694982,29.282858311692937,0.1009713064726792,0.0962512824177899,-0.007068607068607,6.46370164403493,1.198163195330613,1.0,,1.0,1,0,0,1
511,"Stará Turá, Na Stanici",RR12_Alena Romanová,RR12,D - street,1.9825191570881229,0.53,0.81,0.53,613741.91,30539,40856.72,20.096987786109565,0.6247724063686638,20.096987786109565,0.1326934535450151,0.1061174551739342,0.1230283911671924,8.900551647184503,1.0776574749206536,0.6375,0.666666666666667,1.0,0,0,0,1
515,"Nitra, Viola",RR11_Andrej Kukučka,RR11,E - poliklinika,4.495210727969349,2.11,1.62,0.8,1863858.16,66693,92768.5,27.94683340080668,0.7918955217064372,27.94683340080668,0.0968755788339803,0.1075751252156645,0.0088712144386662,6.010658418010593,0.751359128681078,1.0,2.97916666666667,2.0,1,0,1,0
516,Liptovský Hrádok,RR7_Ivana Iľanovská,RR7,E - poliklinika,4.214080459770115,1.71,1.69,0.81,1590894.27,66177,85859.57,24.03998776009792,0.6768368585550315,24.03998776009792,0.0939974104996671,0.0863678160750437,0.1335891812865497,6.960058903932474,0.8435996672437578,1.0,2.0,2.0,0,0,1,0
518,Dolný Kubín,RR6_Jaroslav Vigh,RR6,E - poliklinika,4.50095785440613,2.31,1.59,0.81,1941835.15,63827,93923.86,30.423412505679416,0.8381683223727823,30.423412505679412,0.1052346038544326,0.1033062835853188,0.055776204455189,6.261768827651782,0.9805843968241856,1.0,3.0,2.16666666666667,1,0,1,0
523,"Košice, voj.nemocnica",RR3_Jana Majernikova,RR3,E - poliklinika,2.0086206896551726,0.44,0.93,0.65,489628.37,20191,52835.46,24.24983259868258,0.809177621795077,24.24983259868258,0.1350345753851578,0.1131299768225732,-0.0605581885202738,12.679779847137072,3.354218470961608,0.875,1.08333333333333,1.5,1,0,1,0
524,"Nové Mesto nV, Nika",RR12_Alena Romanová,RR12,C - street +,2.3670977011494254,,1.64,0.84,601172.15,28853,51594.42,20.835689529684956,0.6740139076635535,20.835689529684956,0.103737571134071,0.1067318935653847,-0.025018395879323,10.57765337858639,1.7409888602861463,1.0,,2.0,0,0,0,1
551,"Košice, autobus.stanica",RR1_Beata Kubanova,RR1,D - street,3.23227969348659,0.69,1.66,0.78,685420.85,43638,63226.29,15.706972134378294,0.6167563621678565,15.706972134378294,0.1000350900850619,0.0925261640355506,0.0669588507426345,11.692003686562863,1.1796917704438454,1.0,1.25,2.0,0,0,0,1
552,Moldava nad Bodvou,RR4_Radovan Kalmar,RR4,C - street +,2.581657088122605,0.63,0.87,0.86,1285394.94,60571,58262.61,21.221293028016703,0.6889042289212683,21.221293028016703,0.1141887096178789,0.0884875367929393,-0.0434298440979955,6.023731641696826,0.6290648084273067,1.0,0.75,1.0,0,0,0,1
553,Ban. Štiavnica,RR5_Juraj Hvorecky,RR5,C - street +,2.005507662835249,0.44,0.86,0.62,1049067.64,50552,52770.42,20.75224798227568,0.6618427959516509,20.752247982275673,0.0902047750147792,0.0922998230234655,0.0683520599250936,6.871035605739238,1.0881564137061424,0.75,0.5,1.0,0,0,0,1
554,Sečovce,RR1_Beata Kubanova,RR1,D - street,2.0258620689655173,1.66,,0.09,636303.37,34080,39173.51,18.67087353286385,0.7292174800205757,18.67087353286385,0.0868246685244598,0.0838309220240556,-0.0359962109251657,7.817299240067648,1.1648169806560418,0.13,1.91666666666667,,1,0,0,1
555,Prievidza,RR10_Mário Mantuano,RR10,C - street +,2.4561781609195403,0.87,0.8,0.87,590891.1,29647,51657.35,19.93089014065504,0.5866633462578806,19.93089014065504,0.1237551447154649,0.1083100698603826,0.0829231351760696,10.973349980490577,1.7066297874340628,1.0,1.0,1.0,0,0,0,1
556,Lipany,RR2_Silvia Mastikova,RR2,C - street +,1.626676245210728,0.82,,0.62,498678.39,28530,42851.17,17.47908832807571,0.6026571554464191,17.47908832807571,0.1013466624308253,0.0975054010125377,0.1619086460032626,10.82000065052983,2.052590339258785,1.0,1.0,,0,0,0,1
558,Kolárovo,RR14_Zsolt Balogh,RR14,D - street,1.908764367816092,,0.91,0.79,591207.62,28638,43409.93,20.644165793700676,0.6603509271412977,20.644165793700676,0.1795891096993195,0.157752611770364,-0.1470490163387796,9.529482285829802,1.8202872261542673,1.0,,1.0,0,0,0,1
562,"Nitra, Pri Nemocnici",RR11_Andrej Kukučka,RR11,D - street,1.959051724137931,0.39,0.73,0.8,602925.05,18585,47213.65,32.441487758945385,0.7748495107310601,32.441487758945385,0.0971286688529047,0.098508739765053,0.0869853917662682,9.513972379241546,1.7203675433327064,1.0,0.5,0.833333333333333,1,0,0,1
565,"Stará Turá, Pri Tržnici",RR12_Alena Romanová,RR12,C - street +,2.5086206896551726,0.84,0.9,0.85,999598.71,50808,61790.19,19.674041686348605,0.6176951548887052,19.674041686348605,0.0889766332885563,0.0739555773764123,0.0567624386825508,8.235678120099008,0.8161274022204014,1.0,1.0,1.0,0,0,0,1
602,"Žilina, Max",RR8_Katarína Kuchtová,RR8,B - shopping,5.019396551724138,1.87,2.52,0.86,1584351.07,99575,102539.61,15.91113301531509,0.4881466517392511,15.91113301531509,0.0902706538988054,0.1076435017792719,0.1449357094518384,8.496763465436667,1.1070693120853274,1.0,2.25,3.08333333333333,0,1,0,0
