id,mesto,regional,region_code,typ,fte,fte_F,fte_L,fte_ZF,trzby,bloky,naklady,podiel_rx,revenue_per_transaction,trzby_cv,bloky_cv,bloky_trend,kpi_mean,kpi_std,high_rx_complexity,is_shopping,is_poliklinika,is_street,produktivita,fte_zastup,weekend_traffic_ratio,peak_hours_ratio,seasonal_peak_factor,bloky_per_day,pharmacist_ratio
15,"Humenné, Kaufland",RR2_Silvia Mastikova,RR2,B - shopping,4.525383141762452,1.85,1.73,0.73,1555373.54,114526,115051.43,0.488715855356521,13.580964497144754,0.0861211043869881,0.0693887888133339,0.1414057640472734,9.468853967500689,4.31467477794653,0,1,0,0,12.120436024976193,0.230603448275862,0.32534447854763926,0.7141660507514166,1.074411050765765,381.75333333333333,0.5167597765363129
16,"Poprad, OC MAX",RR7_Ivana Iľanovská,RR7,B - shopping,3.9554597701149423,1.83,1.72,0.27,1115250.59,71671,83689.56,0.4645867078178367,15.560695260286588,0.1450127698450222,0.1831060637724296,0.1260108807528304,9.217046759636046,1.5334898422651313,0,1,0,0,8.677927109819597,0.154214559386973,0.32534447854763926,0.7141660507514166,1.2855408742727186,238.90333333333334,0.515492957746479
17,"Topoľčany, 17.novembra",RR10_Mário Mantuano,RR10,C - street +,3.7504789272030647,1.45,1.61,0.76,946843.62,46145,79484.09,0.6998997152243578,20.518877884927942,0.1342427448505735,0.1403251549475564,-0.0775806796324,10.184855253275623,1.5018330590101032,0,0,0,1,5.892606308262044,0.140565134099617,0.32534447854763926,0.7141660507514166,1.2167732148661827,153.81666666666666,0.4738562091503268
18,"Partizánske, Prior",RR10_Mário Mantuano,RR10,C - street +,3.5674090038314175,0.82,1.65,0.54,1167196.3,54404,75585.34,0.7008497371007772,21.454236820822,0.075155712757806,0.0853922891848654,0.010351966873706,7.684254807585213,0.910272686716642,1,0,0,1,7.303775801308939,0.602729885057471,0.32534447854763926,0.7141660507514166,1.1200647011249172,181.34666666666666,0.3319838056680162
19,Lipt. Mikuláš,RR7_Ivana Iľanovská,RR7,B - shopping,4.073036398467433,2.43,1.61,0.11,1215616.35,57875,83986.84,0.6512398669201841,21.00417019438445,0.1138279069871604,0.0904050332916979,0.0910927085437285,8.587623342136046,1.56571044186372,0,1,0,0,6.805220765477106,0.0306513409961686,0.32534447854763926,0.7141660507514166,1.159671706263499,192.91666666666666,0.6014851485148515
22,"Rimavská Sobota, NsP",RR5_Juraj Hvorecky,RR5,E - poliklinika,3.2140804597701145,1.67,3.05,0.89,3139745.35,43228,76747.07,0.931755573744221,72.63221407421116,0.1105182288693285,0.0991615006854171,-0.0101065282709642,3.189103467179247,0.5433918938465586,1,0,1,0,6.44136492326033,0.165948275862069,0.32534447854763926,0.7141660507514166,1.2447487739428147,144.09333333333333,0.3538135593220339
25,"Michalovce, Kaufland",RR1_Beata Kubanova,RR1,B - shopping,6.880986590038314,3.47,2.54,0.86,2572014.98,152541,131546.51,0.626569200619508,16.861138841360685,0.0789008110163292,0.0856080801240433,0.0918423321056343,6.918627775350682,0.7258918629941076,0,1,0,0,10.617087175917879,0.00694444444444444,0.32534447854763926,0.7141660507514166,1.11967274372136,508.47,0.5773710482529119
26,"Vranov n.T., NsP",RR2_Silvia Mastikova,RR2,E - poliklinika,4.210009578544061,1.35,2.44,0.86,1924848.33,70712,76040.74,0.8115522899406832,27.22095726326508,0.0755484795388994,0.1083204592262828,-0.0135562584726615,5.3490172215769975,0.616946188813039,1,0,1,0,8.044138558671294,0.130268199233716,0.32534447854763926,0.7141660507514166,1.2048874307048307,235.70666666666668,0.3562005277044855
27,"Bratislava, Kaufland Trnavská",RR13_Slavomír Bodnár,RR13,B - shopping,5.444204980842912,1.78,2.57,0.7,1454841.82,94020,111250.19,0.4195179445693965,15.473748351414594,0.1144910220250621,0.0929306164762106,0.1024660424634049,9.309711244828229,1.647973191002646,0,1,0,0,8.270947877721577,0.484913793103448,0.32534447854763926,0.7141660507514166,1.1599234205488194,313.4,0.4091954022988506
29,"Nitra, Kaufland",RR11_Andrej Kukučka,RR11,B - shopping,8.580220306513409,4.22,4.22,0.87,3133673.76,171852,174433.94,0.5660888707189482,18.234723832134627,0.1061632189431452,0.0879266769758354,0.0999641448547866,7.35175951647307,0.6930068109451766,0,1,0,0,9.592364153944908,0.175526819923372,0.32534447854763926,0.7141660507514166,1.1632567558131415,572.84,0.5
30,"Nové Zámky, OC Aquario",RR14_Zsolt Balogh,RR14,B - shopping,4.041427203065134,1.54,1.56,0.81,946284.79,65954,91939.89,0.3082534381642127,14.347648209358038,0.2153147691250121,0.2896927560908622,0.0164850516904163,12.083572461933892,2.219286500389317,0,1,0,0,7.815844048112825,0.30411877394636,0.32534447854763926,0.7141660507514166,1.3194650817236255,219.84666666666666,0.4967741935483871
31,"Košice, Kaufland Popradská",RR4_Radovan Kalmar,RR4,B - shopping,5.216714559386973,1.66,2.53,0.87,1650538.07,101084,108468.02,0.5698648380767127,16.32838104942424,0.0942985214090658,0.0788051688077403,0.1580397795351066,8.455378522283556,0.8745475063673892,0,1,0,0,9.280146890061975,0.157567049808429,0.32534447854763926,0.7141660507514166,1.1637450041549604,336.94666666666666,0.39618138424821003
32,"Hnúšťa, poliklinika",RR5_Juraj Hvorecky,RR5,E - poliklinika,3.1343390804597706,0.83,1.55,0.75,895421.91,43445,71748.44,0.7630580314926625,20.610470940269305,0.0763335478153667,0.0751002463083201,0.0600162206001622,9.75303173461024,1.1292450084615075,1,0,1,0,6.638398655359462,0.0574712643678161,0.32534447854763926,0.7141660507514166,1.1462769018299,144.81666666666666,0.3487394957983193
33,"Levice, TESCO",RR11_Andrej Kukučka,RR11,B - shopping,5.984674329501916,2.15,2.52,0.84,2518066.82,131028,148477.99,0.52088017267151,19.21777650578502,0.0765695442005785,0.070159172156738,0.1783368791046156,7.530498907777877,2.1712342629114176,0,1,0,0,10.485595390524958,0.494013409961686,0.32534447854763926,0.7141660507514166,1.0841652165949263,436.76,0.4603854389721627
34,"Púchov, Kaufland",RR9_Andrej Jakubík,RR9,B - shopping,5.4671934865900385,2.28,2.35,0.76,1839086.11,109134,127685.81,0.5323443609717654,16.85163294665274,0.2366621247274763,0.235370475719166,0.1011988011988012,9.463907782781932,4.536194012275754,0,1,0,0,9.560159432350748,0.225814176245211,0.32534447854763926,0.7141660507514166,1.16520974215185,363.78,0.4924406047516198
35,"Piešťany, centrum",RR12_Alena Romanová,RR12,C - street +,2.5023946360153255,0.85,0.87,0.8,548531.97,28041,64822.46,0.6142138442723767,19.561783459933668,0.2262473637031877,0.2043168939165409,0.0832455216016859,14.436524192744182,2.713791091754026,0,0,0,1,5.3666985645932925,0.0131704980842912,0.32534447854763926,0.7141660507514166,1.2983845083984167,93.47,0.4941860465116279
36,"Zvolen, Kaufland",RR5_Juraj Hvorecky,RR5,B - shopping,6.744252873563219,2.38,3.7,0.88,2445001.64,134069,153156.67,0.5475597922298326,18.236890258001477,0.0842049385457691,0.0788918252905456,0.2507690780986404,8.331509341207068,0.7691271535527131,0,1,0,0,9.520593665672488,0.377155172413793,0.32534447854763926,0.7141660507514166,1.0980614459718503,446.89666666666665,0.3914473684210526
37,"Čierna n.T., poliklinika",RR1_Beata Kubanova,RR1,E - poliklinika,2.692528735632184,2.66,0.0,0.62,1284620.18,57076,73240.22,0.7207189521185944,22.50718655827318,0.0750898291300582,0.076074843687467,0.08006437336552,7.424904335174587,0.9933560337519276,1,0,1,0,10.152258982568496,0.0198754789272031,0.32534447854763926,0.7141660507514166,1.1353283341509568,190.25333333333333,
38,"Žilina, Kaufland",RR8_Katarína Kuchtová,RR8,B - shopping,5.963960727969349,2.57,2.53,0.83,1808212.21,110528,122709.42,0.5543295883396341,16.35976594166184,0.0787136426943942,0.0742541543174501,0.17761614265603,8.777454356645523,0.9541672604182668,0,1,0,0,8.875790488044807,0.0476532567049808,0.32534447854763926,0.7141660507514166,1.1749420961204402,368.4266666666667,0.503921568627451
39,"Prešov, Kaufland",RR3_Jana Majernikova,RR3,B - shopping,6.549329501915708,3.13,3.25,0.84,2247321.16,139377,126149.9,0.5824648311503461,16.12404600472101,0.0865762778477518,0.0691088873041131,0.0826324460244515,7.149378689052704,0.7774538850414812,0,1,0,0,10.192102376599633,0.0361590038314176,0.32534447854763926,0.7141660507514166,1.1194386448266214,464.59,0.49059561128526646
40,"Stará Ľubovňa, CBA",RR7_Ivana Iľanovská,RR7,D - street,2.203544061302682,0.6,0.8,0.81,715751.38,39991,54388.31,0.6256594014530577,17.897811507589207,0.1109898299832068,0.1126444788979654,0.0205278592375366,9.705286198926688,1.4712141902207636,0,0,0,1,8.691806129102376,0.0378352490421456,0.32534447854763926,0.7141660507514166,1.1384561526343426,133.30333333333334,0.4285714285714286
41,"Žiar n.H., NsP 2",RR5_Juraj Hvorecky,RR5,E - poliklinika,6.901580459770115,4.27,2.54,0.78,2254679.66,89636,142343.23,0.7933636789893247,25.153729082065244,0.0782016579537761,0.0948608463796641,0.045196313596768,8.489087751347336,1.324901289761799,1,0,1,0,6.220186669442416,1.03400383141762,0.32534447854763926,0.7141660507514166,1.16497835691017,298.7866666666667,0.6270190895741556
42,"Bratislava, Kaufland Petržalka",RR15_Miroslava Kolesárová,RR15,B - shopping,6.454501915708812,2.71,2.44,0.89,2367644.9,134175,129892.47,0.54839047865666,17.645946711384386,0.0932561718515083,0.0859928572226304,0.0951897331732988,6.8222780576754944,0.9184674727617944,0,1,0,0,9.955850708614681,0.521551724137931,0.32534447854763926,0.7141660507514166,1.1613191727221912,447.25,0.5262135922330097
43,"Šaľa, Kaufland",RR11_Andrej Kukučka,RR11,B - shopping,7.332614942528736,2.64,3.98,0.76,1994111.9,139762,154566.53,0.4657275602236766,14.267911878765329,0.0914293578857324,0.0681089492267289,0.0629954461123292,9.77195284166844,1.8837543172746591,0,1,0,0,9.12850658045132,0.422653256704981,0.32534447854763926,0.7141660507514166,1.0943747227429488,465.87333333333333,0.3987915407854985
45,"Košice, Štúrova",RR1_Beata Kubanova,RR1,C - street +,4.991977969348659,2.49,1.66,0.83,2060350.74,93136,95159.81,0.6738586508819369,22.121958641126955,0.0964964503155066,0.0922366370350685,-0.0013842427038874,5.9192905436155625,0.6632522896312002,0,0,0,1,8.935408821624732,0.024904214559387,0.32534447854763926,0.7141660507514166,1.1169472599209758,310.4533333333333,0.6
46,"Sereď, ProCare",RR14_Zsolt Balogh,RR14,E - poliklinika,3.3012452107279695,0.96,1.58,0.75,1160106.67,49619,71072.31,0.7568025878172048,23.38029121908946,0.0940817630264312,0.1170902890093879,0.0235565819861431,7.710330754653807,1.5014682305179623,1,0,1,0,7.198462208037138,0.0591475095785441,0.32534447854763926,0.7141660507514166,1.1838207138394565,165.39666666666668,0.3779527559055118
47,"Brezno, TESCO",RR6_Jaroslav Vigh,RR6,B - shopping,4.2602969348659006,1.78,2.43,0.81,1352352.4,83043,96159.61,0.4628874766665848,16.28496562022085,0.1209915674722609,0.1172591548686894,0.2767760826013253,9.151942904664203,1.2044952344324782,0,1,0,0,9.335394300489014,0.14272030651341,0.32534447854763926,0.7141660507514166,1.1885408764134244,276.81,0.42280285035629456
48,"Čadca, TESCO",RR8_Katarína Kuchtová,RR8,B - shopping,3.9913793103448274,0.49,1.6,0.88,1138969.91,81440,90317.23,0.4036500402367961,13.985386910609035,0.1133885907782321,0.0904923740836755,0.1960167714884696,10.116600355445296,1.6904922951920187,0,1,0,0,9.77201823854091,1.10560344827586,0.32534447854763926,0.7141660507514166,1.175540275049116,271.46666666666664,0.23444976076555024
49,"Nové Zámky, Kaufland",RR14_Zsolt Balogh,RR14,B - shopping,3.8896072796934864,0.85,2.53,0.75,1120226.59,84098,93647.41,0.3913080745565948,13.320490261361746,0.0970219977126916,0.0685530790304875,0.1069550848730659,10.748114692757795,2.4686603688884645,0,1,0,0,10.354983685279805,0.437260536398467,0.32534447854763926,0.7141660507514166,1.1069942210278485,280.32666666666665,0.2514792899408284
50,"Ban. Bystrica, centrum",RR6_Jaroslav Vigh,RR6,D - street,1.8395593869731803,0.0,0.86,0.82,434328.33,25753,44351.79,0.4941437506505735,16.86515473925368,0.2209888183709595,0.2311445343753149,0.087890625,13.014840841758495,2.622563574661232,0,0,0,1,6.704764384274928,0.223659003831418,0.32534447854763926,0.7141660507514166,1.2399332116646604,85.84333333333333,
51,"Gelnica, NsP",RR3_Jana Majernikova,RR3,E - poliklinika,2.252873563218391,2.35,0.0,0.1,826292.73,24891,49662.04,0.818731105137522,33.19644570326624,0.1096038192207538,0.1511735974931741,-0.0477891916033943,7.467637904154178,1.5303143719289412,1,0,1,0,5.291454081632655,0.053639846743295,0.32534447854763926,0.7141660507514166,1.333976135952754,82.97,
52,"Sereď, Kaufland",RR14_Zsolt Balogh,RR14,B - shopping,4.553879310344827,1.28,2.22,0.75,1674055.72,121395,99569.29,0.4152581432594131,13.790153795461098,0.0875805483176871,0.0715444113763746,0.0756845352873119,7.639813657476034,0.6394025870552629,0,1,0,0,12.766997949203336,0.31992337164751,0.32534447854763926,0.7141660507514166,1.0968491288768072,404.65,0.3657142857142857
54,"Malacky, Kaufland",RR16_Robert Kardoš,RR16,B - shopping,6.01640325670498,2.88,3.29,0.85,2175358.09,137029,131670.08,0.4709848712769859,15.875165767830168,0.084028107951889,0.0720509534076724,-0.8938612099644128,8.261437134868716,0.8927520863978651,0,1,0,0,10.907998169117795,0.0780651340996169,0.32534447854763926,0.7141660507514166,1.0994752935510002,456.7633333333333,0.46677471636953
55,"Bratislava, Kaufland Rača",RR13_Slavomír Bodnár,RR13,B - shopping,4.286637931034483,2.49,1.71,0.9,1442169.48,84490,100976.03,0.4564834848675345,17.069114451414368,0.2173604991449009,0.1896802232172387,0.1243899221738557,9.272157563044049,1.340475611933218,0,1,0,0,9.43969610636278,0.144875478927203,0.32534447854763926,0.7141660507514166,1.1840927920463962,281.6333333333333,0.5928571428571429
56,"Galanta, TESCO",RR11_Andrej Kukučka,RR11,B - shopping,4.704022988505747,2.58,0.96,0.86,1640048.73,100385,110292.59,0.5398692269344948,16.33758758778702,0.0863474944109192,0.0611926130956899,0.1639106819553409,8.666224063176896,1.621616917998019,0,1,0,0,10.220423538994087,0.414272030651341,0.32534447854763926,0.7141660507514166,1.0874533047766102,334.6166666666667,0.728813559322034
57,Ľubochňa,RR6_Jaroslav Vigh,RR6,D - street,0.9566570881226054,0.0,0.0,0.88,452842.38,17022,30789.1,0.7302581529582103,26.603359182234755,0.1155843048703079,0.1523703716191763,0.0907811400422237,8.681913309180583,1.3402931135178475,1,0,0,1,8.521652065081355,0.0811781609195402,0.32534447854763926,0.7141660507514166,1.3288685230877688,56.74,
58,"Stropkov, poliklinika",RR2_Silvia Mastikova,RR2,E - poliklinika,1.9909003831417624,0.74,0.73,0.72,657283.77,31307,44968.44,0.7720501146711716,20.99478615006229,0.0986238714034237,0.0709597945405768,0.0944283646888567,8.341075537815835,1.5381564113381538,1,0,1,0,7.531152273274006,0.105124521072797,0.32534447854763926,0.7141660507514166,1.1368703484843645,104.35666666666667,0.5034013605442177
59,"Lučenec, Prior",RR5_Juraj Hvorecky,RR5,D - street,3.024664750957854,0.87,1.51,0.74,723392.4,45000,61741.54,0.6136009031889194,16.075386666666667,0.1185419314211502,0.0952753118625441,0.136515268154991,11.016174310168251,2.2570612965653254,0,0,0,1,7.125326577468144,0.0234674329501916,0.32534447854763926,0.7141660507514166,1.1946666666666668,150.0,0.365546218487395
61,"Komárno, Kaufland",RR14_Zsolt Balogh,RR14,B - shopping,5.73323754789272,2.59,2.42,0.82,2275797.1,142402,127952.19,0.4740549278316595,15.981496748641172,0.0676407394474107,0.054894193334087,0.166985064258423,7.638128501090594,0.7386090622672875,0,1,0,0,11.895580987386182,0.0366379310344828,0.32534447854763926,0.7141660507514166,1.0765298240193255,474.67333333333335,0.5169660678642715
62,"Dubnica nV, TESCO",RR9_Andrej Jakubík,RR9,B - shopping,3.8421934865900385,0.87,1.82,0.95,1116372.77,75622,82399.32,0.4185935760507666,14.762539604876888,0.1177543079457429,0.0914254578209469,0.129901179470832,9.93970742663324,1.3403842208148664,0,1,0,0,9.426238703645991,0.211925287356322,0.32534447854763926,0.7141660507514166,1.1828303932717992,252.07333333333332,0.32342007434944237
63,"Kežmarok, TESCO",RR7_Ivana Iľanovská,RR7,B - shopping,3.8522509578544057,0.87,1.54,0.82,985307.69,75345,85202.51,0.4859011401808911,13.077280376932777,0.1103556903433208,0.0909576069784179,0.0996097064313592,10.58753585689634,1.666519450717785,0,1,0,0,9.367190899484045,0.641283524904215,0.32534447854763926,0.7141660507514166,1.168066892295441,251.15,0.36099585062240663
64,"Piešťany, Kaufland",RR12_Alena Romanová,RR12,B - shopping,3.896072796934866,1.88,1.82,0.08,1560579.38,104091,98541.48,0.488140692977758,14.99245256554361,0.0997141528204464,0.0768467832260419,0.1506196377502383,8.21247997854433,1.0305325838576014,0,1,0,0,12.795451751690216,0.158764367816092,0.32534447854763926,0.7141660507514166,1.1046488169005966,346.97,0.508108108108108
65,"Nové Zámky, CBA",RR14_Zsolt Balogh,RR14,B - shopping,2.4018199233716473,0.7,0.0,0.86,875194.85,48240,58000.55,0.5887247736889676,18.14251347429519,0.1145239999900037,0.102688970990625,0.1399841227838052,8.330212502231051,0.981383864625826,0,1,0,0,9.61914257228314,0.841954022988506,0.32534447854763926,0.7141660507514166,1.205223880597015,160.8,
66,"Žiar n.H., TESCO",RR5_Juraj Hvorecky,RR5,B - shopping,3.914032567049808,0.93,2.97,0.82,894251.73,65931,100256.45,0.4100256870624114,13.563448605360149,0.1249466681563858,0.0942786631190338,0.2938324282389449,14.171574914968769,3.476413002212452,0,1,0,0,8.06742122973386,0.181752873563218,0.32534447854763926,0.7141660507514166,1.1288164899667834,219.77,0.23846153846153845
67,"Stará Ľubovňa, Kaufland",RR7_Ivana Iľanovská,RR7,B - shopping,6.730842911877395,3.45,3.36,0.84,2247429.14,159593,136599.97,0.4852921369525358,14.08225385825193,0.0721040897923402,0.0751762858588232,0.2221864951768488,7.887578565675732,1.0551151225518558,0,1,0,0,11.355699444997875,0.0804597701149425,0.32534447854763926,0.7141660507514166,1.1111013640949166,531.9766666666667,0.5066079295154184
68,"Rožňava, CBA",RR4_Radovan Kalmar,RR4,D - street,1.9013409961685823,0.0,0.82,0.83,639134.2,37496,46372.0,0.5644571046268531,17.045396842329847,0.1046679471219731,0.0950569792833516,0.0951405152224824,9.156487336259469,1.0385144698862292,0,0,0,1,9.444836272040314,0.252394636015326,0.32534447854763926,0.7141660507514166,1.0932366119052699,124.98666666666666,
69,"Košice, Billa",RR1_Beata Kubanova,RR1,B - shopping,4.432231800766283,1.68,1.72,0.82,1230303.6,76828,84138.18,0.5144828073330843,16.01373978237101,0.1131002852533623,0.0893801105073964,0.1760840998685939,8.65027286902104,1.3413209932510393,0,1,0,0,8.30169106920958,0.254070881226054,0.32534447854763926,0.7141660507514166,1.1856614775862968,256.0933333333333,0.49411764705882355
70,"Trenčín, Kaufland",RR9_Andrej Jakubík,RR9,B - shopping,5.237068965517241,1.64,2.71,0.87,1398074.12,93110,107677.55,0.4831748691550058,15.015295027386962,0.0955090306426549,0.0842876319052586,-0.0150621312915777,9.709470245403391,1.0018114536809188,0,1,0,0,8.5148605395519,0.0225095785440613,0.32534447854763926,0.7141660507514166,1.1409730426377402,310.3666666666667,0.37701149425287356
71,"Košice, Kaufland Galeria",RR3_Jana Majernikova,RR3,B - shopping,7.307471264367816,3.93,2.53,0.86,2664251.65,158141,150879.12,0.5601783562750162,16.847317583675327,0.0969233690878408,0.0771723905976237,0.0334318034440521,7.314083273012693,0.8536939149783391,0,1,0,0,10.364464543190453,0.0277777777777778,0.32534447854763926,0.7141660507514166,1.1228966555162798,527.1366666666667,0.608359133126935
72,"Ružomberok, Kaufland",RR6_Jaroslav Vigh,RR6,B - shopping,5.830579501915709,2.86,2.0,0.93,2342660.82,142653,127639.3,0.5222799688091424,16.42209291076949,0.0905519740227335,0.0743673166413675,0.0912417865757298,7.658805490942097,0.8184154405010756,0,1,0,0,11.717600673552782,0.0504070881226054,0.32534447854763926,0.7141660507514166,1.0849824399066266,475.51,0.5884773662551441
73,"Spiš.N.Ves, Kaufland",RR3_Jana Majernikova,RR3,B - shopping,5.317528735632184,2.8,1.8,0.84,1570904.76,117459,106195.04,0.5427380397014011,13.374068909151278,0.1713117834623259,0.1500892770008454,0.1442169907881269,8.813987610730775,2.7469579732023406,0,1,0,0,10.57903269386653,0.0495689655172414,0.32534447854763926,0.7141660507514166,1.1466809695297935,391.53,0.6086956521739131
74,"Martin, Kaufland",RR8_Katarína Kuchtová,RR8,B - shopping,6.362308429118774,2.39,2.57,0.69,2197056.09,126487,133958.45,0.5868114454920449,17.369817372536307,0.0815247216955237,0.082396912512857,0.2588561453948044,7.506009988597757,0.9793726312645022,0,1,0,0,9.5213971169408,0.800287356321839,0.32534447854763926,0.7141660507514166,1.198890004506392,421.62333333333333,0.48185483870967744
76,"Bardejov, Hypernova",RR2_Silvia Mastikova,RR2,B - shopping,3.7064176245210727,1.81,1.61,0.86,1283613.5,62321,68504.35,0.6578077357397689,20.596805250236677,0.1268662122374617,0.2857661046036221,0.7642000452591083,7.272272340982371,1.1416049785325806,0,1,0,0,8.05284920532369,0.04477969348659,0.32534447854763926,0.7141660507514166,1.4033150944304487,207.73666666666668,0.5292397660818714
77,"Trnava, Kaufland",RR12_Alena Romanová,RR12,B - shopping,4.864942528735632,1.4,2.45,0.78,1931775.48,128303,115313.45,0.5010114632990372,15.056354722804612,0.0940953163964979,0.0727263719172467,0.1484547992683161,7.630050952485419,1.159152835832408,0,1,0,0,12.630734396534757,0.439894636015326,0.32534447854763926,0.7141660507514166,1.117760301785617,427.6766666666667,0.3636363636363636
78,"Trenčín, poliklinika",RR9_Andrej Jakubík,RR9,E - poliklinika,3.1652298850574714,2.34,0.0,0.83,2095687.26,49171,70158.57,0.847836208156364,42.62039128754754,0.098888118962599,0.0893253333443998,0.0276551243318614,4.137295595786567,0.6203053906531032,1,0,1,0,7.440006052352855,0.00957854406130268,0.32534447854763926,0.7141660507514166,1.124809338837933,163.90333333333334,
79,"Kremnica, poliklinika",RR5_Juraj Hvorecky,RR5,E - poliklinika,2.36566091954023,0.79,0.87,0.68,850709.78,35523,54490.13,0.7159176893440674,23.94814007825916,0.0961235776378815,0.0935485208215213,-0.0314017481385561,8.305236091977662,1.32940849997826,1,0,1,0,7.191618584877012,0.0335249042145594,0.32534447854763926,0.7141660507514166,1.2080060805675197,118.41,0.4759036144578313
80,"Ban. Bystrica, Kaufland",RR6_Jaroslav Vigh,RR6,B - shopping,4.8951149425287355,1.1,2.56,0.75,1504326.42,93767,104808.47,0.4937433725321397,16.04323930593919,0.0947805770303524,0.0770177226231097,0.16068749147456,9.103386847402602,1.0872134008511602,0,1,0,0,9.173955581645624,0.524425287356322,0.32534447854763926,0.7141660507514166,1.1171094308232108,312.5566666666667,0.3005464480874317
81,"Trebišov, mesto",RR1_Beata Kubanova,RR1,C - street +,2.272988505747126,0.87,0.83,0.11,435278.5,25004,36036.33,0.5952214042274084,17.408354663253878,0.1840081674994868,0.1340868529440687,-0.083266291230893,10.61227495759132,1.8910587741500129,0,0,0,1,5.268436578171084,0.461446360153257,0.32534447854763926,0.7141660507514166,1.1930891057430812,83.34666666666666,0.5117647058823529
